part_component_id,record_type,part_number,manufacturer,part_name,subsystem,category,new_price_estimate,interchange_group_id,vessel_id,serial_number,installed_at,removed_at,component_hours,condition_grade,notes
pinst_f3842dd756d2,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_904316d03775,UQXGFUZH5M,2025-07-12,,,A,
pinst_ad2e4f98fb16,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_904316d03775,Q3UC7DSDOH,2025-01-09,,,A,
pinst_c5828db4dbe9,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_904316d03775,QJXCHUFR1E,2024-06-07,,,C,
pinst_7b87761520c3,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_d73aadf114c7,9D8ZQQ9BJH,1993-03-13,,,C,
pinst_2aa9340285ed,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_d73aadf114c7,5GSEUSW2ND,1991-02-09,,,B,
pinst_827e44bc6791,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_d73aadf114c7,QDP6Z076XT,2000-08-20,,,C,
pinst_25f87602a6df,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_d73aadf114c7,J1ACD98Q0Q,2000-06-08,,,C,
pinst_d0c52fcded05,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_d73aadf114c7,TYNI8KKRLI,1994-09-28,,1134,C,
pinst_00e9b52c12fa,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_d73aadf114c7,54D4QNG5CF,1993-02-07,,1381,C,
pinst_4c15d5c26fa9,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_d73aadf114c7,RV0PF9QTJU,2001-06-17,,935,C,
pinst_3f7cc6ab21e7,installed_component,STEERING_CABLE_16FT,SeaStar,16ft Steering Cable,STEERING,cable,240,STEER_CABLE_16,ves_d73aadf114c7,1EMHMVCJBW,1998-01-06,,1083,C,
pinst_442cac29e52e,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_d73aadf114c7,YFZBGYF0W6,1991-03-16,,,D,
pinst_31a1edc15b93,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_d73aadf114c7,A5GIA9XXNJ,1999-12-11,,1012,C,
pinst_25703a338fe2,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_d73aadf114c7,PRCA91SXRH,2000-03-06,,1223,C,
pinst_a8056d8f1d5a,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_d73aadf114c7,NPJ1KCPL5Y,1994-04-28,,1350,D,
pinst_c4b6dfd59768,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_d73aadf114c7,UXYZIGMGCX,1991-10-14,,953,C,
pinst_e77f747647e4,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_d73aadf114c7,17IL5EAP2R,1999-05-20,,1520,C,
pinst_9d4399074206,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_d73aadf114c7,TWFPPWU5ZG,1991-02-14,,1000,C,
pinst_0fba7b7d5a62,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_d73aadf114c7,0YJJMDGCK4,1991-11-08,,1342,D,
pinst_582ed1a09c9e,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_d73aadf114c7,46GGX4H84M,1995-06-05,,1387,D,
pinst_5ad4668a3ea3,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_d73aadf114c7,UR68QQYCKV,1997-01-17,,1504,C,
pinst_c972e5818188,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_d73aadf114c7,OODF55JSZZ,2001-08-12,,1517,C,
pinst_50085bfa1374,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_d73aadf114c7,I8P7AE19JT,1998-03-25,,,B,
pinst_7b374fd8fce4,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_d73aadf114c7,E9HALCH9NC,1997-01-25,,,B,
pinst_c3d3710c396b,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_b174e200020f,TR7CP6PNG1,1981-01-03,,,C,
pinst_4fd2a1b8af69,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_b174e200020f,6I2AOCW99Q,1978-06-18,,,C,
pinst_376fb8d711f1,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_b174e200020f,CNS8C04K4P,1975-03-18,,,D,
pinst_a70e2e33a0e6,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_b174e200020f,4W96JKCYYX,1984-07-18,,,C,
pinst_3e57857efa7f,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_b174e200020f,MMHSQCLO19,1979-12-08,,6588,C,
pinst_70651bfbbc18,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_b174e200020f,KV1XVEHN0M,1975-12-15,,6083,C,
pinst_a895d1d8b351,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_b174e200020f,3AVTAJUOCF,1977-01-23,,6102,C,
pinst_348f024971f0,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_b174e200020f,0DXZS2VS6T,1982-11-26,,6522,C,
pinst_c4cab6dea6e9,installed_component,DEPTH_XDUCER,Airmar,Depth Transducer,NAV,sensor,190,XDUCER_DEPTH,ves_b174e200020f,P5AD5TZAPE,1974-01-24,,7017,C,
pinst_d3a3046940fd,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_b174e200020f,KQG1SFRJ9E,1978-11-16,,,D,
pinst_96ef391099a6,installed_component,INB_CUTLASS_BRG,Duramax,Cutlass Bearing,PROPULSION,bearing,135,CUTLASS,ves_b174e200020f,XZC4R1XA5K,1981-10-25,,5882,D,
pinst_d68feaec394f,installed_component,SHAFT_SEAL_1_25,PYI,Shaft Seal 1.25in,PROPULSION,seal,420,SHAFT_SEAL,ves_b174e200020f,XLBDGD5UCL,1976-11-23,,5191,D,
pinst_408315b98525,installed_component,SHAFT_1_25_SS,Aquamet,1.25in SS Prop Shaft,PROPULSION,shaft,1650,SHAFT_125,ves_b174e200020f,T2OGW4SCWD,1982-09-25,,6907,F,
pinst_e9429d8ff9b1,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_b174e200020f,RM1SW6K70Q,1978-02-15,,4206,D,
pinst_c1a3ea0b3e79,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_b174e200020f,50KAUVX12O,1976-08-12,,4448,D,
pinst_19eb4f5a4436,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_b174e200020f,H5Q4KGC0Y1,1980-02-17,,5843,C,
pinst_37835b5d3a72,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_b174e200020f,RN4TSPP4RN,1978-05-25,,4572,C,
pinst_a70610745322,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_b174e200020f,1YIN7EG5LT,1980-09-22,,6955,D,
pinst_38fb479ee269,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_b174e200020f,B015XD7KUF,1978-04-13,,4685,C,
pinst_a1ad0552d6b0,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_b174e200020f,IAXBU1HTHR,1979-09-09,,4660,D,
pinst_ede706beb10d,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_b174e200020f,GVW11A1XD1,1983-06-18,,,C,
pinst_4f23840300da,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_b174e200020f,YXIG8HN1YE,1978-04-22,,,C,
pinst_bc278c7f2cdc,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_ec81c60c5373,DUJXNHYZE9,2007-11-23,,,A,
pinst_5c46fbdd7b9e,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_ec81c60c5373,CWIINDMYLU,1998-03-15,,,B,
pinst_2bf91ab5b5ec,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_ec81c60c5373,LR5VT53CG0,2004-12-13,,,C,
pinst_7790c5eb518a,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_ec81c60c5373,5DXG38WVI6,2005-12-09,,,C,
pinst_988e1332c14e,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_ec81c60c5373,P4HDEHDZMJ,1997-03-04,,1017,C,
pinst_da99e4aaa2b8,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_ec81c60c5373,JH8CK25O28,2006-09-13,,1093,C,
pinst_6fc2260cb91d,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_ec81c60c5373,AA55DAZKB3,2004-11-02,,895,B,
pinst_94458a49911b,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_ec81c60c5373,U86T4QBPAW,2001-10-02,,1096,C,
pinst_c798d1f0c5df,installed_component,TRIM_TAB_ACTUATOR,Lenco,Trim Tab Actuator,AUX,actuator,210,TRIM_ACT,ves_ec81c60c5373,ODL6VYV83I,1997-07-21,,960,C,
pinst_73bbde409871,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_ec81c60c5373,4NV80Z3YGS,2001-03-04,,,D,
pinst_05cb52070364,installed_component,BELLOWS_EXHAUST,Mercury,Exhaust Bellows,PROPULSION,bellows,95,BELLOWS_EXH,ves_ec81c60c5373,JT6JDFDAI7,2007-11-24,,1127,C,
pinst_923f84e1381c,installed_component,BELLOWS_UJOINT,Mercury,U-Joint Bellows,PROPULSION,bellows,110,BELLOWS_UJ,ves_ec81c60c5373,GXR20UKGBW,1997-09-05,,1202,D,
pinst_c05938fc2d76,installed_component,GIMBAL_BEARING,Mercury,Gimbal Bearing,PROPULSION,bearing,185,GIMBAL_BRG,ves_ec81c60c5373,9JJOC2E6X3,1999-09-01,,1103,C,
pinst_63892476f9bb,installed_component,UJOINT_SET,Mercury,U-Joint Set,PROPULSION,u_joint,210,UJOINT_SET,ves_ec81c60c5373,DMF1OZ3Z89,1999-01-19,,992,C,
pinst_6dfc4089533e,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_ec81c60c5373,LV9DB5138F,2003-05-16,,1195,C,
pinst_9b4e7f40d435,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_ec81c60c5373,74BFML6SAU,2007-05-28,,1084,C,
pinst_14d37b1dc081,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_ec81c60c5373,ZUO8ULJ0MR,2001-12-15,,1302,D,
pinst_45029c45b01f,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_ec81c60c5373,SJHUQZ5GQ0,2007-01-21,,863,C,
pinst_0731ae5dc4f9,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_ec81c60c5373,JHRCJYYA6Q,2003-09-15,,1085,D,
pinst_d52b47eca041,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_ec81c60c5373,K8IE5TBHBF,1998-03-21,,1290,C,
pinst_0638cb9cb70d,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_ec81c60c5373,097M7UGG10,2005-12-22,,1215,B,
pinst_7e7fe76115f2,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_ec81c60c5373,8BGI0PGRJ4,1999-12-04,,1275,C,
pinst_076cc2c5b423,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_ec81c60c5373,65RAR4UIC7,2007-12-01,,,C,
pinst_99b251dac3df,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_45273709481a,OPPRFU7X7C,2020-09-18,,,A,
pinst_6bba2aeeaa7a,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_45273709481a,LX9A47ERKS,2020-06-05,,,B,
pinst_aa86ebffc4bb,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_45273709481a,OG6WTE17KF,2015-10-07,,,C,
pinst_11cbd8c96ee1,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_45273709481a,S102859QIU,2021-02-28,,,C,
pinst_f06d4c6ae7b0,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_45273709481a,JHC35J8PYQ,2019-02-19,,461,B,
pinst_4a5c02a1dd76,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_45273709481a,3K1PWSL567,2018-10-01,,330,B,
pinst_39aa4ab2d933,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_45273709481a,078NWFE068,2017-05-24,,507,C,
pinst_d49a6500c21a,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_45273709481a,FP5IJNVD8F,2013-09-20,,340,C,
pinst_e178c156d1e7,installed_component,TRIM_TAB_ACTUATOR,Lenco,Trim Tab Actuator,AUX,actuator,210,TRIM_ACT,ves_45273709481a,5F4836GDG0,2013-08-23,,350,B,
pinst_2a4841bdbcee,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_45273709481a,FB6OHV28WQ,2014-05-25,,,C,
pinst_82771ea6c35b,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_45273709481a,CLKGG8VEDZ,2014-11-09,,438,C,
pinst_043dc1f857c8,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_45273709481a,ARJ0D92LBP,2019-11-19,,363,C,
pinst_2965bcd35078,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_45273709481a,KQ8XE9LI6Z,2021-05-02,,485,D,
pinst_180c2ea09e91,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_45273709481a,TIXQ678P5Q,2018-11-06,,533,C,
pinst_084b40039dc6,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_45273709481a,E4AGSBNM0X,2013-02-02,,445,D,
pinst_0b0f0eb2321b,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_45273709481a,7TAAW8R1JK,2019-11-23,,394,C,
pinst_e06274894162,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_45273709481a,UYZH6HNIK9,2013-10-04,,440,C,
pinst_404096825fdd,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_45273709481a,99N927ENM6,2016-01-22,,544,C,
pinst_484e27694de2,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_45273709481a,HC03O10THT,2022-12-15,,493,B,
pinst_9596b4e2c1c0,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_45273709481a,F1S7FJM4PW,2018-03-09,,519,C,
pinst_2442b42080c2,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_45273709481a,8V655O8SFN,2013-08-12,,,B,
pinst_3bfa843de331,installed_component,CHARGER_20A,ProMariner,20A Charger,ELECTRICAL,charger,330,CHARGER_20,ves_45273709481a,0JVZ0LKEDJ,2021-02-25,,,C,
pinst_fcbc2c6f3353,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_45273709481a,T4T3A7TLD8,2022-07-01,,,C,
pinst_36b3d53c8ce9,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_a68cd048e86d,RK38NDNTK0,2025-02-03,,,A,
pinst_6e080d67f810,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_a68cd048e86d,0LWMW4ZMN7,2024-03-25,,,B,
pinst_e64a521dda07,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_a68cd048e86d,G5A7S68X84,2025-07-20,,,C,
pinst_a74a2338079a,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_a68cd048e86d,KL54QPYLEM,2025-09-05,,,C,
pinst_9efc6f41557f,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_a68cd048e86d,84HQPLXIHA,2023-11-25,,136,B,
pinst_c76db719aac6,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_a68cd048e86d,A1R8DF0W3K,2024-03-13,,116,C,
pinst_b509c478e915,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_a68cd048e86d,YMP7R9VCL9,2024-03-12,,198,C,
pinst_798dec7ce697,installed_component,RADAR_DOME_18,Garmin,18in Radar Dome,NAV,radar,1650,RADAR_18,ves_a68cd048e86d,QQXG8DH7DU,2025-07-25,,118,C,
pinst_d7fda72152e2,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_a68cd048e86d,9L847URK16,2024-08-23,,121,B,
pinst_add8595e0f7f,installed_component,AUTOPILOT_PUMP,Garmin,Autopilot Pump,NAV,autopilot,890,AP_PUMP,ves_a68cd048e86d,YGGHMEP1H4,2024-07-28,,157,B,
pinst_85c97e2d72f6,installed_component,WATER_PUMP_5GPM,Shurflo,5 GPM Water Pump,AUX,pump,145,FW_PUMP_5,ves_a68cd048e86d,OUKARKZ54Z,2023-11-18,,155,B,
pinst_e8e4b0639cf9,installed_component,SANITATION_HOSE_10FT,Trident,Sanitation Hose 10ft,AUX,hose,135,SAN_HOSE,ves_a68cd048e86d,PX5ZDIUMEA,2023-09-07,,160,C,
pinst_a36db7ca2479,installed_component,MACERATOR_PUMP,Jabsco,Macerator Pump,AUX,pump,290,MACERATOR,ves_a68cd048e86d,6VMO3YW04S,2025-09-26,,152,B,
pinst_2894496a1027,installed_component,AC_RAW_WATER_PUMP,March,AC Raw Water Pump,AUX,pump,390,AC_WPUMP,ves_a68cd048e86d,1YBIUH6IMU,2025-11-19,,152,C,
pinst_3c77c5877b49,installed_component,HELM_PUMP_HYD,SeaStar,Hydraulic Helm Pump,STEERING,helm,510,HELM_HYD,ves_a68cd048e86d,GPCMFRO6AP,2024-12-18,,124,C,
pinst_0851d33eed4f,installed_component,HYD_STEERING_CYL,SeaStar,Hydraulic Steering Cylinder,STEERING,cylinder,620,STEER_CYL,ves_a68cd048e86d,R2XY4470S6,2025-05-14,,125,C,
pinst_3e02457aef9d,installed_component,HULL_STRINGER_SET,MarineCo,Stringer Set,HULL,stringer,2800,STRINGER_SET,ves_a68cd048e86d,U4IUPOUS38,2024-11-11,,,C,
pinst_196efd4e4004,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_a68cd048e86d,SS9JSXNCGE,2024-09-21,,,C,
pinst_ae76e62f3171,installed_component,HULL_CORE_PANEL,MarineCo,Composite Core Panel,HULL,core_panel,450,CORE_PANEL,ves_a68cd048e86d,7OTF9DXGTE,2023-09-24,,,C,
pinst_a0067ca8b596,installed_component,INB_CUTLASS_BRG,Duramax,Cutlass Bearing,PROPULSION,bearing,135,CUTLASS,ves_a68cd048e86d,OYMSB6JRWC,2023-06-19,,128,C,
pinst_1a35e5dc6c3f,installed_component,SHAFT_SEAL_1_25,PYI,Shaft Seal 1.25in,PROPULSION,seal,420,SHAFT_SEAL,ves_a68cd048e86d,59LMAB01K6,2024-03-20,,192,B,
pinst_97cf7f18f550,installed_component,SHAFT_1_25_SS,Aquamet,1.25in SS Prop Shaft,PROPULSION,shaft,1650,SHAFT_125,ves_a68cd048e86d,YCQFZQ1NHZ,2025-10-23,,134,C,
pinst_85e4b371ad93,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_a68cd048e86d,C4OQYHMCTO,2023-03-19,,170,C,
pinst_d21d6cdbfb6e,installed_component,ENG_LONG_BLOCK_V8,OEM,V8 Marine Long Block,ENGINE,long_block,15800,LBV8,ves_a68cd048e86d,0RGJXSCZJA,2023-01-13,,125,D,
pinst_83736ad590f1,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_a68cd048e86d,E2SXP42LKG,2023-03-19,,189,C,
pinst_80a6355756b2,installed_component,HEAT_EXCHANGER_MID,Sierra,Mid-size Heat Exchanger,ENGINE,heat_exchanger,1100,HX_MID,ves_a68cd048e86d,9T3OVTAWDY,2024-11-02,,130,B,
pinst_032481939aff,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_a68cd048e86d,YSR87JJRN7,2024-02-26,,184,C,
pinst_79ac9c32df7e,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_a68cd048e86d,CD6D4VM19N,2024-07-03,,174,C,
pinst_781b43caf7ce,installed_component,FUEL_PUMP_HP,OEM,High Pressure Fuel Pump,FUEL,pump,460,FUEL_PUMP_HP,ves_a68cd048e86d,YZO7XUWA1H,2024-09-23,,148,C,
pinst_21a42b965e17,installed_component,CHARGER_20A,ProMariner,20A Charger,ELECTRICAL,charger,330,CHARGER_20,ves_a68cd048e86d,E93MGULIB5,2023-03-07,,,C,
pinst_41da4a224a7e,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_a68cd048e86d,DYHA84RHE7,2025-03-04,,,B,
pinst_a97ef94f301b,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_04a5a38a8fc4,VJ7FDNELSZ,2006-11-05,,,B,
pinst_5c4e757f7970,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_04a5a38a8fc4,KGWTVK2WMZ,2009-07-28,,,B,
pinst_5878dba682da,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_04a5a38a8fc4,XFH1L7QNZP,2011-05-09,,,C,
pinst_53fb1e67e846,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_04a5a38a8fc4,C67QJB7KHF,2007-02-02,,,C,
pinst_abda291cad4b,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_04a5a38a8fc4,ELPMFTRCM6,2007-11-06,,635,B,
pinst_ef0399bcbe22,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_04a5a38a8fc4,4A9A8SCVU8,2015-03-23,,452,B,
pinst_b23aa4df060a,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_04a5a38a8fc4,6OP4PXVC2O,2006-10-08,,596,C,
pinst_742271096072,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_04a5a38a8fc4,14CZUDNEUZ,2011-11-13,,585,C,
pinst_3d7b3bbe5072,installed_component,TRIM_TAB_ACTUATOR,Lenco,Trim Tab Actuator,AUX,actuator,210,TRIM_ACT,ves_04a5a38a8fc4,RYRCB2PXOQ,2010-09-24,,596,C,
pinst_b48a817b7dea,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_04a5a38a8fc4,XILXBYMBHG,2008-10-04,,,D,
pinst_7f7e90e0dc7d,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_04a5a38a8fc4,6O0UUOL03V,2014-05-21,,464,C,
