inspection_id,vessel_id,work_order_id,part_component_id,inspection_type,inspector_role,hull_moisture_pct,compression_psi,oil_analysis_flags,corrosion_grade,wiring_submersion_flag,condition_grade,estimated_defect_cost,safety_critical_flags,created_at
insp_242da2c18d5d,ves_b75e45afdfff,,pinst_892a94ce5f66,salvage_intake,surveyor,,{},[],light,False,C,25.53,[],2026-03-22T00:00:00
insp_2eaf4eb48d1d,ves_b75e45afdfff,,pinst_7dde655d77a2,salvage_intake,surveyor,,{},[],moderate,False,D,461.5,[],2026-01-19T00:00:00
insp_4f938f8ec78b,ves_b75e45afdfff,,pinst_6e0605bc10e8,salvage_intake,tech,,{},[],none,False,C,851.42,[],2026-02-01T00:00:00
insp_c872ade30d50,ves_b75e45afdfff,,pinst_cf6bed3c9878,salvage_intake,surveyor,,{},[],light,False,C,75.82,[],2026-02-21T00:00:00
insp_69e3dd5c9b8d,ves_b75e45afdfff,,pinst_9533e2fdd0a2,salvage_intake,tech,,{},[],moderate,False,D,246.45,[],2026-03-03T00:00:00
insp_b08913444475,ves_b75e45afdfff,,pinst_52e958947752,salvage_intake,surveyor,,{},[],moderate,False,C,184.39,[],2026-03-07T00:00:00
insp_e0aa4f341f2c,ves_b75e45afdfff,,pinst_e4e5d421387b,salvage_intake,tech,,{},[],moderate,False,F,519.13,"[""inspection_required_before_sale""]",2026-01-16T00:00:00
insp_2e07796e4ebb,ves_b75e45afdfff,,pinst_4ca349f0123c,salvage_intake,yard,30.61,{},[],severe,False,D,2853.3,[],2026-03-09T00:00:00
insp_3e28ae055f91,ves_b75e45afdfff,,pinst_0e1ed1693dec,salvage_intake,tech,,{},[],moderate,False,D,91.03,"[""inspection_required_before_sale""]",2026-02-28T00:00:00
insp_8fac49b6cbf7,ves_b75e45afdfff,,pinst_93df325df4f4,salvage_intake,yard,,{},[],light,False,D,779.57,"[""inspection_required_before_sale""]",2026-02-06T00:00:00
insp_cc4c7321cd16,ves_b75e45afdfff,,pinst_b02f27d31451,salvage_intake,surveyor,21.55,{},[],moderate,False,B,432.82,[],2026-03-26T00:00:00
insp_5f46ab01433c,ves_b75e45afdfff,,pinst_5f96b7ee6f1b,salvage_intake,tech,14.68,{},[],none,False,B,37.51,[],2026-01-16T00:00:00
insp_834f45d7a003,ves_b7652e7c8c4e,,pinst_46f58f63c921,salvage_intake,surveyor,26.43,{},[],moderate,False,B,96.98,[],2026-01-26T00:00:00
insp_2b107a81fdea,ves_b7652e7c8c4e,,pinst_2dc65d19d78d,salvage_intake,tech,,{},"[""normal""]",none,False,B,13.47,[],2026-01-20T00:00:00
insp_054a7d0b4777,ves_b7652e7c8c4e,,pinst_b080a71cf31d,salvage_intake,tech,,{},"[""normal""]",severe,False,C,285.05,[],2026-01-24T00:00:00
insp_2f0a2f38e364,ves_b7652e7c8c4e,,pinst_96eed78cbf36,salvage_intake,yard,,{},[],light,False,B,70.31,[],2026-01-28T00:00:00
insp_4136e9db37d4,ves_b7652e7c8c4e,,pinst_f87486441c4e,salvage_intake,surveyor,,{},[],moderate,False,F,5076.51,"[""inspection_required_before_sale""]",2026-02-05T00:00:00
insp_a58c502f672c,ves_b7652e7c8c4e,,pinst_dbb729835db0,salvage_intake,tech,,{},[],none,False,C,184.52,"[""inspection_required_before_sale""]",2026-03-03T00:00:00
insp_63d3069c07db,ves_b7652e7c8c4e,,pinst_79e4a4b323b0,salvage_intake,surveyor,,"{""cyl1"": 98, ""cyl2"": 180}",[],light,False,C,3808.36,"[""inspection_required_before_sale""]",2026-01-13T00:00:00
insp_80fda6325542,ves_b7652e7c8c4e,,pinst_db3e5ef4dc0b,salvage_intake,yard,,{},[],light,False,C,38.49,[],2026-01-09T00:00:00
insp_fc78bdbd401b,ves_b7652e7c8c4e,,pinst_4ce8ccfac023,salvage_intake,tech,,{},"[""normal""]",light,False,B,63.0,[],2026-01-18T00:00:00
insp_38ddbba1a441,ves_b7652e7c8c4e,,pinst_ffdc07d282b7,salvage_intake,yard,,{},[],severe,False,C,179.2,[],2026-03-03T00:00:00
insp_9787bb3db408,ves_b89bda182c8d,,pinst_aeb4fa1d4ccc,salvage_intake,tech,19.91,{},[],moderate,False,B,151.64,[],2026-03-15T00:00:00
insp_28e38b52ade3,ves_b89bda182c8d,,pinst_a07a55bf78df,salvage_intake,surveyor,,{},"[""normal""]",moderate,False,C,132.65,[],2026-01-24T00:00:00
insp_c26d058a9c89,ves_b89bda182c8d,,pinst_08d64bafa799,salvage_intake,tech,,{},"[""normal""]",moderate,False,B,235.37,[],2026-03-16T00:00:00
insp_9c462fb47f2d,ves_b89bda182c8d,,pinst_95aa8aab2181,salvage_intake,tech,,{},[],severe,False,C,134.8,[],2026-03-24T00:00:00
insp_92e04d2b347b,ves_b89bda182c8d,,pinst_503ca3772da3,salvage_intake,surveyor,,{},[],moderate,False,C,169.1,[],2026-02-06T00:00:00
insp_04d987d921a3,ves_b89bda182c8d,,pinst_a495056786bf,salvage_intake,tech,,{},[],moderate,False,C,291.68,"[""inspection_required_before_sale""]",2026-03-01T00:00:00
insp_ac0d7c23d262,ves_b89bda182c8d,,pinst_d776d007dd54,salvage_intake,surveyor,,{},[],light,False,C,285.19,"[""inspection_required_before_sale""]",2026-03-19T00:00:00
insp_d87d606373cb,ves_b89bda182c8d,,pinst_6d060187f0e3,salvage_intake,tech,20.15,{},[],moderate,False,D,428.66,[],2026-01-04T00:00:00
insp_1da54fef131e,ves_b89bda182c8d,,pinst_19302bf92081,salvage_intake,tech,,{},"[""normal""]",light,False,B,38.21,"[""inspection_required_before_sale""]",2026-03-27T00:00:00
insp_cfa1fd378c3c,ves_b89bda182c8d,,pinst_ce5d60e0504b,salvage_intake,yard,,"{""cyl1"": 116, ""cyl2"": 106}","[""metal_elevated""]",moderate,False,D,14443.94,"[""inspection_required_before_sale""]",2026-02-04T00:00:00
insp_a6674038e53b,ves_b89bda182c8d,,pinst_030e656d435c,salvage_intake,tech,,{},"[""normal""]",none,False,B,27.91,[],2026-01-09T00:00:00
insp_b98a76951730,ves_b89bda182c8d,,pinst_b814b5cdc893,salvage_intake,yard,,{},"[""normal""]",moderate,False,B,80.54,[],2026-02-27T00:00:00
insp_06a0fa752bcf,ves_b89e65bcbd0a,,pinst_81f3b62664f5,salvage_intake,surveyor,21.16,{},[],light,False,C,68.53,[],2026-01-28T00:00:00
insp_9f8e0084c295,ves_b89e65bcbd0a,,pinst_3ca7c88309dd,salvage_intake,tech,,{},[],none,False,D,209.69,[],2026-03-16T00:00:00
insp_6ca321930946,ves_b89e65bcbd0a,,pinst_011ab9a5797c,salvage_intake,tech,,{},[],severe,False,C,65.81,[],2026-01-01T00:00:00
insp_e54e266f3439,ves_b89e65bcbd0a,,pinst_4d043878ec81,salvage_intake,tech,,{},[],none,False,D,187.06,[],2026-03-28T00:00:00
insp_c62b88343c7c,ves_b89e65bcbd0a,,pinst_f91d487546f9,salvage_intake,surveyor,,{},[],moderate,False,C,137.35,"[""inspection_required_before_sale""]",2026-01-12T00:00:00
insp_65ca275d9fff,ves_b89e65bcbd0a,,pinst_ea922c15d5d7,salvage_intake,surveyor,,{},[],moderate,False,C,42.69,[],2026-01-20T00:00:00
insp_5717bec7a469,ves_b89e65bcbd0a,,pinst_8a8195cd23ac,salvage_intake,surveyor,,{},[],moderate,False,C,110.18,[],2026-01-03T00:00:00
insp_7a9f74c61511,ves_b89e65bcbd0a,,pinst_1c2babcc381e,salvage_intake,surveyor,17.61,{},[],none,False,C,24.28,[],2026-03-15T00:00:00
insp_a37c7bb8c28f,ves_b90b569a3935,,pinst_4151e4c11ba9,salvage_intake,surveyor,22.79,{},"[""normal""]",none,False,A,34.51,[],2026-02-13T00:00:00
insp_e10f9d34cf4d,ves_b90b569a3935,,pinst_9ce37e0eb9e9,salvage_intake,tech,,{},"[""normal""]",light,False,B,130.08,[],2026-02-11T00:00:00
insp_4f264177a905,ves_b90b569a3935,,pinst_241ebafec2ac,salvage_intake,tech,,{},"[""normal""]",light,False,B,88.95,[],2026-03-11T00:00:00
insp_5c523680546e,ves_b90b569a3935,,pinst_dfea91ce6b0d,salvage_intake,surveyor,,{},[],none,False,B,24.75,[],2026-03-21T00:00:00
insp_b3849faf0214,ves_b90b569a3935,,pinst_8ad461aeb334,salvage_intake,surveyor,,{},"[""normal""]",severe,False,B,94.52,[],2026-03-27T00:00:00
insp_8db57498af39,ves_b90b569a3935,,pinst_cb0625bc2923,salvage_intake,yard,,{},"[""normal""]",severe,False,C,63.73,[],2026-01-21T00:00:00
insp_ec7e80aa0aac,ves_b90b569a3935,,pinst_89b9f2553f61,salvage_intake,tech,,{},"[""normal""]",none,False,B,52.96,"[""inspection_required_before_sale""]",2026-01-25T00:00:00
insp_cd4d5554ef30,ves_b90b569a3935,,pinst_1f7009c1e0df,salvage_intake,surveyor,,{},[],none,False,B,160.27,"[""inspection_required_before_sale""]",2026-03-02T00:00:00
insp_13812dff9520,ves_b90b569a3935,,pinst_b07680357e15,salvage_intake,surveyor,,{},[],moderate,False,C,406.55,"[""inspection_required_before_sale""]",2026-03-08T00:00:00
insp_22ceda23ebbe,ves_b90b569a3935,,pinst_91a89086ee80,salvage_intake,surveyor,,{},"[""normal""]",moderate,False,B,29.26,[],2026-03-05T00:00:00
insp_198ac1d92f01,ves_b90b569a3935,,pinst_7935bf1a001b,salvage_intake,tech,,{},"[""normal""]",light,False,B,51.92,[],2026-01-15T00:00:00
insp_5bd9d4d0a192,ves_b90b569a3935,,pinst_66f1772626b3,salvage_intake,surveyor,,{},[],severe,False,C,130.62,[],2026-02-10T00:00:00
insp_f122d3e00c81,ves_b90b569a3935,,pinst_ee4f0c8fe365,salvage_intake,yard,21.31,{},"[""normal""]",light,False,A,112.63,[],2026-03-17T00:00:00
insp_4a793f99acbf,ves_b920f9e2bed0,,pinst_1b1c37fe8fa6,salvage_intake,yard,20.01,{},"[""normal""]",light,False,B,48.14,[],2026-03-27T00:00:00
insp_70599856b3ac,ves_b920f9e2bed0,,pinst_cd3b30782769,salvage_intake,tech,20.24,{},[],light,False,A,71.31,[],2026-03-22T00:00:00
insp_1b32d79e37d5,ves_b920f9e2bed0,,pinst_06bb2c06984b,salvage_intake,yard,,{},[],severe,False,C,61.29,[],2026-03-15T00:00:00
insp_5e81bfbd88cb,ves_b920f9e2bed0,,pinst_d3de67ec5a0d,salvage_intake,yard,,{},[],severe,False,C,400.25,[],2026-02-23T00:00:00
insp_169e1de034d0,ves_b920f9e2bed0,,pinst_9af7c12aff82,salvage_intake,surveyor,,{},"[""normal""]",light,False,B,437.79,[],2026-01-03T00:00:00
insp_cad5ec0b8756,ves_b920f9e2bed0,,pinst_d27167176f4b,salvage_intake,tech,,{},"[""normal""]",moderate,False,C,198.27,"[""inspection_required_before_sale""]",2026-01-10T00:00:00
insp_71b7e32847f6,ves_b920f9e2bed0,,pinst_ccd33fa2ef34,salvage_intake,surveyor,21.17,{},[],moderate,False,D,1909.88,[],2026-03-07T00:00:00
insp_33d3bc98fbfc,ves_b920f9e2bed0,,pinst_99742f8a13d2,salvage_intake,tech,20.49,{},[],moderate,False,C,333.97,[],2026-02-10T00:00:00
insp_51d01528f207,ves_b920f9e2bed0,,pinst_7023f522c984,salvage_intake,yard,,{},[],none,False,D,1014.25,"[""inspection_required_before_sale""]",2026-02-05T00:00:00
insp_51985bf35370,ves_b920f9e2bed0,,pinst_3e0e005a98a4,salvage_intake,tech,,"{""cyl1"": 139, ""cyl2"": 113}","[""metal_elevated""]",light,False,D,7276.16,"[""inspection_required_before_sale""]",2026-03-23T00:00:00
insp_4b20027826b0,ves_b920f9e2bed0,,pinst_eb1fede72046,salvage_intake,surveyor,,{},[],severe,False,C,53.88,[],2026-03-11T00:00:00
insp_7b27b35d4e07,ves_b920f9e2bed0,,pinst_c2cb69cc9f25,salvage_intake,tech,,{},"[""normal""]",light,False,B,109.12,[],2026-02-02T00:00:00
insp_1dfd81051f9f,ves_b9e9a060839d,,pinst_3075ccd429a1,salvage_intake,yard,,{},[],moderate,False,C,21.98,[],2026-01-18T00:00:00
insp_f4d0d4dd2874,ves_b9e9a060839d,,pinst_713e43597735,salvage_intake,tech,,{},[],moderate,False,D,910.13,"[""inspection_required_before_sale""]",2026-03-23T00:00:00
insp_3eb85e608512,ves_b9e9a060839d,,pinst_04fc031be802,salvage_intake,yard,,{},[],none,False,D,441.65,"[""inspection_required_before_sale""]",2026-03-23T00:00:00
insp_292d919cd29f,ves_b9e9a060839d,,pinst_6a3b5dd89979,salvage_intake,surveyor,,"{""cyl1"": 142, ""cyl2"": 144}","[""metal_elevated""]",moderate,False,D,6121.2,"[""inspection_required_before_sale""]",2026-02-04T00:00:00
insp_2d5c7952a73c,ves_b9e9a060839d,,pinst_2326065d894e,salvage_intake,surveyor,,{},[],none,False,C,26.71,"[""inspection_required_before_sale""]",2026-01-12T00:00:00
insp_3958d0a0e70e,ves_b9e9a060839d,,pinst_8a774c41c898,salvage_intake,yard,,{},[],severe,False,C,631.71,"[""inspection_required_before_sale""]",2026-03-09T00:00:00
insp_523432bc02b0,ves_b9e9a060839d,,pinst_5d1e33cba756,salvage_intake,yard,,{},[],severe,False,D,274.94,[],2026-02-18T00:00:00
insp_310e4228bc6c,ves_ba6bc0c7113d,,pinst_1292817f82c1,salvage_intake,yard,20.59,{},"[""normal""]",light,False,B,50.48,[],2026-01-21T00:00:00
insp_fc619453cdf0,ves_ba6bc0c7113d,,pinst_b73e1b506eac,salvage_intake,tech,14.79,{},"[""normal""]",none,False,A,75.43,[],2026-01-20T00:00:00
insp_49259f2f50be,ves_ba6bc0c7113d,,pinst_d4b677963722,salvage_intake,tech,,{},[],light,False,C,372.52,[],2026-02-18T00:00:00
insp_c16d7bff2fc7,ves_ba6bc0c7113d,,pinst_4b5be4843110,salvage_intake,yard,,{},"[""normal""]",moderate,False,C,477.1,[],2026-03-07T00:00:00
insp_22dc890fb372,ves_ba6bc0c7113d,,pinst_2177e5286415,salvage_intake,surveyor,,{},[],moderate,False,C,326.58,"[""inspection_required_before_sale""]",2026-02-25T00:00:00
insp_3bb957dc0dc3,ves_ba6bc0c7113d,,pinst_64220e8aaad0,salvage_intake,surveyor,28.57,{},[],moderate,False,D,1840.23,[],2026-03-26T00:00:00
insp_cba89eb499f0,ves_ba6bc0c7113d,,pinst_fd78ae7a70df,salvage_intake,tech,,{},[],moderate,False,C,39.99,"[""inspection_required_before_sale""]",2026-03-07T00:00:00
insp_028ba6d879f8,ves_ba6bc0c7113d,,pinst_9e1899ab7f39,salvage_intake,tech,,{},[],none,False,F,3338.5,"[""inspection_required_before_sale""]",2026-03-17T00:00:00
insp_aa8c0bccaa7a,ves_ba6bc0c7113d,,pinst_55b4252b171a,salvage_intake,yard,,{},[],severe,False,C,148.23,"[""inspection_required_before_sale""]",2026-03-24T00:00:00
insp_e60d59f1d1d7,ves_ba6bc0c7113d,,pinst_1193d5666da1,salvage_intake,tech,,{},[],moderate,False,C,215.24,[],2026-03-26T00:00:00
insp_7314558a3359,ves_ba8f29a07126,,pinst_1807826c5557,salvage_intake,surveyor,20.87,{},[],severe,False,A,70.83,[],2026-02-25T00:00:00
insp_edefee505fcf,ves_ba8f29a07126,,pinst_b75ed6063fd3,salvage_intake,surveyor,,{},[],moderate,False,C,55.69,[],2026-01-16T00:00:00
insp_9ce0875e511a,ves_ba8f29a07126,,pinst_c5b7bde0d92c,salvage_intake,tech,,{},[],moderate,False,C,27.59,[],2026-03-23T00:00:00
insp_2ac4f84fe64a,ves_ba8f29a07126,,pinst_dcee79ab762c,salvage_intake,tech,29.8,{},[],moderate,False,C,2857.84,[],2026-01-28T00:00:00
insp_1bf40eed887e,ves_ba8f29a07126,,pinst_aba28d48feff,salvage_intake,tech,,{},"[""normal""]",severe,False,C,61.12,"[""inspection_required_before_sale""]",2026-02-08T00:00:00
insp_7daf407d5e6b,ves_ba8f29a07126,,pinst_8a17e961ab88,salvage_intake,tech,,{},[],severe,False,C,45.02,"[""inspection_required_before_sale""]",2026-03-03T00:00:00
insp_1531945b1b95,ves_ba8f29a07126,,pinst_063279f840c4,salvage_intake,yard,,{},[],light,False,C,313.62,"[""inspection_required_before_sale""]",2026-01-19T00:00:00
insp_026965239b30,ves_ba8f29a07126,,pinst_d35b71975a3a,salvage_intake,yard,,{},"[""normal""]",moderate,False,B,15.4,"[""inspection_required_before_sale""]",2026-03-22T00:00:00
insp_07be05537469,ves_ba8f29a07126,,pinst_2b8c1cbd30ae,salvage_intake,surveyor,,{},"[""normal""]",moderate,False,C,31.06,[],2026-01-14T00:00:00
insp_4b888bbe3e9d,ves_ba8f29a07126,,pinst_76bc7cbc73c2,salvage_intake,tech,,{},[],moderate,False,C,46.01,[],2026-02-22T00:00:00
insp_4f8aedccbac9,ves_ba8f29a07126,,pinst_dfdc93a40475,salvage_intake,yard,26.31,{},[],light,False,C,376.97,[],2026-02-21T00:00:00
insp_d5b6950a06e8,ves_ba8f29a07126,,pinst_fff61ceef40e,salvage_intake,yard,,{},[],light,False,C,159.25,[],2026-01-26T00:00:00
insp_a9c3ec731b3e,ves_bae1875c1cbb,,pinst_c66f722a42e2,salvage_intake,surveyor,24.84,{},[],none,False,B,67.86,[],2026-03-05T00:00:00
insp_89e3604d855a,ves_bae1875c1cbb,,pinst_1a515ed24991,salvage_intake,tech,19.73,{},[],none,False,B,103.33,[],2026-03-20T00:00:00
insp_7bd015b601ac,ves_bae1875c1cbb,,pinst_6f9072f52906,salvage_intake,surveyor,,{},"[""normal""]",moderate,False,C,109.11,[],2026-02-04T00:00:00
insp_3f041c703073,ves_bae1875c1cbb,,pinst_df8ed8c7cdd3,salvage_intake,surveyor,16.77,{},[],moderate,False,D,2286.07,[],2026-03-26T00:00:00
insp_62102a75ace5,ves_bae1875c1cbb,,pinst_b4f14e4aea59,salvage_intake,yard,,{},"[""normal""]",moderate,False,C,68.66,"[""inspection_required_before_sale""]",2026-02-21T00:00:00
insp_07da763b96b4,ves_bae1875c1cbb,,pinst_7dd2bbabd473,salvage_intake,surveyor,,{},[],severe,False,C,532.7,"[""inspection_required_before_sale""]",2026-02-06T00:00:00
insp_cb64a8785a0b,ves_bae1875c1cbb,,pinst_88fbbc961ce2,salvage_intake,yard,,"{""cyl1"": 135, ""cyl2"": 154}","[""metal_elevated""]",moderate,False,D,7657.15,"[""inspection_required_before_sale""]",2026-01-11T00:00:00
insp_ba8f3371c38e,ves_bae1875c1cbb,,pinst_4bc8f3c83800,salvage_intake,tech,,{},[],moderate,False,C,45.85,[],2026-01-17T00:00:00
insp_89ed329266c9,ves_bae1875c1cbb,,pinst_a9a781fe1d7d,salvage_intake,yard,,{},"[""normal""]",light,False,B,22.71,[],2026-01-17T00:00:00
insp_8212da2e7f11,ves_bae1875c1cbb,,pinst_54a4c57d86ea,salvage_intake,tech,,{},[],light,False,D,245.74,[],2026-03-21T00:00:00
insp_0069c92ff5ac,ves_bae1875c1cbb,,pinst_51cfaadb3d8c,salvage_intake,surveyor,,{},[],severe,False,C,75.17,"[""inspection_required_before_sale""]",2026-01-25T00:00:00
insp_83ef308d43b3,ves_bae1875c1cbb,,pinst_35661aca3baf,salvage_intake,tech,15.39,{},[],none,False,B,21.77,[],2026-02-04T00:00:00
insp_35cde0571a5b,ves_bb77bff20bdd,,pinst_2bd57f0fac18,salvage_intake,tech,,{},"[""normal""]",severe,False,C,260.83,[],2026-03-28T00:00:00
insp_58fad7a7af48,ves_bb77bff20bdd,,pinst_b3a00525530b,salvage_intake,surveyor,25.38,{},[],none,False,D,2568.54,[],2026-03-14T00:00:00
insp_65b600beb33f,ves_bb77bff20bdd,,pinst_62042cbdceb7,salvage_intake,yard,,{},[],severe,False,C,105.58,"[""inspection_required_before_sale""]",2026-02-20T00:00:00
insp_9f8fd3f68e6b,ves_bb77bff20bdd,,pinst_89e1aee7d599,salvage_intake,yard,,{},[],moderate,False,C,230.86,"[""inspection_required_before_sale""]",2026-02-17T00:00:00
insp_476cde79a719,ves_bb77bff20bdd,,pinst_9f40a49e6fa5,salvage_intake,yard,,{},[],moderate,False,C,60.04,[],2026-02-04T00:00:00
insp_6face45551ab,ves_bb77bff20bdd,,pinst_5f12e1e776d0,salvage_intake,surveyor,,{},[],moderate,False,C,140.61,[],2026-02-21T00:00:00
insp_89bf1306d65e,ves_bb77bff20bdd,,pinst_fc640fb8fc95,salvage_intake,surveyor,,{},[],light,False,C,164.04,[],2026-02-27T00:00:00
insp_2267ce1a2baa,ves_bbe230212bed,,pinst_77ca0ccbf08d,salvage_intake,surveyor,15.35,{},[],moderate,False,C,72.08,[],2026-02-18T00:00:00
insp_2452caea79d0,ves_bbe230212bed,,pinst_fe241949ddf8,salvage_intake,surveyor,30.04,{},[],moderate,False,C,137.52,[],2026-03-06T00:00:00
insp_db76c4689c91,ves_bbe230212bed,,pinst_1913691f88ac,salvage_intake,yard,,{},"[""normal""]",moderate,False,C,121.9,[],2026-01-17T00:00:00
insp_50f4e68e0fc2,ves_bbe230212bed,,pinst_16fc4a317055,salvage_intake,surveyor,,{},"[""normal""]",light,False,C,260.41,[],2026-03-20T00:00:00
insp_b9f88f8e2f68,ves_bbe230212bed,,pinst_4ab439fdd9ce,salvage_intake,tech,,{},[],moderate,False,D,191.21,[],2026-02-20T00:00:00
insp_d42c196f8d16,ves_bbe230212bed,,pinst_a8b1a947778b,salvage_intake,surveyor,,{},[],severe,False,C,136.31,"[""inspection_required_before_sale""]",2026-03-09T00:00:00
insp_080c86f8992d,ves_bbe230212bed,,pinst_710c2dfc8ec7,salvage_intake,tech,,{},[],severe,False,F,3933.76,"[""inspection_required_before_sale""]",2026-02-01T00:00:00
insp_5a2532cfcf4b,ves_bbe230212bed,,pinst_4415cfcd03df,salvage_intake,yard,,{},[],moderate,False,C,212.39,"[""inspection_required_before_sale""]",2026-02-28T00:00:00
insp_5a02e218a84f,ves_bbe230212bed,,pinst_26d6657c8f8a,salvage_intake,tech,,"{""cyl1"": 156, ""cyl2"": 164}","[""metal_elevated""]",none,False,F,9332.45,"[""inspection_required_before_sale""]",2026-01-07T00:00:00
insp_20634c636d87,ves_bbe230212bed,,pinst_b5e97ad8c2c5,salvage_intake,yard,,{},[],severe,False,C,39.55,"[""inspection_required_before_sale""]",2026-02-05T00:00:00
insp_9543b17df33e,ves_bbe230212bed,,pinst_7e99cb658de2,salvage_intake,yard,,{},[],moderate,False,D,82.36,[],2026-03-25T00:00:00
insp_b0ea12a0fc77,ves_bc0359696bac,,pinst_5c8e248d95bf,salvage_intake,yard,25.94,{},[],moderate,False,B,101.15,[],2026-01-18T00:00:00
insp_56dd5acd3c63,ves_bc0359696bac,,pinst_427ca333c7f1,salvage_intake,surveyor,20.67,{},[],moderate,False,B,137.66,[],2026-03-09T00:00:00
insp_5e3e3e1b2e8d,ves_bc0359696bac,,pinst_6f0cf359f5c5,salvage_intake,yard,,{},[],moderate,False,C,160.57,[],2026-03-17T00:00:00
insp_cbc28e968687,ves_bc0359696bac,,pinst_d717c291dfe4,salvage_intake,yard,,{},[],moderate,False,D,151.21,[],2026-01-26T00:00:00
insp_09283a88f719,ves_bc0359696bac,,pinst_58bd817e5d7a,salvage_intake,tech,,{},"[""normal""]",moderate,False,C,293.5,[],2026-02-18T00:00:00
insp_2e4d6dcc9499,ves_bc0359696bac,,pinst_1aed74d86517,salvage_intake,tech,,{},[],light,False,C,94.71,[],2026-03-11T00:00:00
insp_a75120326cda,ves_bc0359696bac,,pinst_dde0af64e4cf,salvage_intake,tech,,{},"[""normal""]",light,False,C,180.9,"[""inspection_required_before_sale""]",2026-02-01T00:00:00
insp_cd4943e42bf5,ves_bc0359696bac,,pinst_d10ac6518cd7,salvage_intake,yard,,{},[],none,False,C,396.74,"[""inspection_required_before_sale""]",2026-01-05T00:00:00
insp_cbc2172538fa,ves_bc0359696bac,,pinst_1e1a1361d903,salvage_intake,yard,,{},[],light,False,D,599.39,"[""inspection_required_before_sale""]",2026-03-02T00:00:00
insp_bf4be838ccaf,ves_bc0359696bac,,pinst_ae3aeae31b76,salvage_intake,surveyor,,{},[],none,False,C,42.6,[],2026-03-16T00:00:00
insp_82de129f0d87,ves_bc0359696bac,,pinst_75625a342117,salvage_intake,yard,,{},[],severe,False,D,250.56,[],2026-01-16T00:00:00
insp_48b55ab871d8,ves_bc2c23a0b5d5,,pinst_3fdd802328d8,salvage_intake,yard,,{},[],moderate,False,D,239.09,[],2026-03-13T00:00:00
insp_acc6ce358616,ves_bc2c23a0b5d5,,pinst_a9be64433685,salvage_intake,tech,,{},[],light,False,D,161.73,[],2026-02-26T00:00:00
insp_844a8a1c34ca,ves_bc2c23a0b5d5,,pinst_9ae951c0c7ad,salvage_intake,tech,,{},[],moderate,False,C,56.39,[],2026-03-25T00:00:00
insp_0034618a63f1,ves_bc2c23a0b5d5,,pinst_cd893e2857eb,salvage_intake,surveyor,,{},[],none,False,D,156.34,"[""inspection_required_before_sale""]",2026-03-26T00:00:00
insp_aa4d0c54a56b,ves_bc2c23a0b5d5,,pinst_ed212bc14143,salvage_intake,yard,,{},[],moderate,False,C,30.8,"[""inspection_required_before_sale""]",2026-03-15T00:00:00
insp_d4d74b0951a3,ves_bc2c23a0b5d5,,pinst_d6df5368ee6b,salvage_intake,surveyor,,{},[],moderate,False,C,196.1,"[""inspection_required_before_sale""]",2026-01-27T00:00:00
insp_01c5218022e0,ves_bc2c23a0b5d5,,pinst_9bb1707c47de,salvage_intake,surveyor,,"{""cyl1"": 142, ""cyl2"": 185}","[""metal_elevated""]",severe,False,D,7817.13,"[""inspection_required_before_sale""]",2026-01-16T00:00:00
insp_b1fd82ecfb94,ves_bc2c23a0b5d5,,pinst_dbc0517c1df8,salvage_intake,yard,,{},[],moderate,False,C,33.91,"[""inspection_required_before_sale""]",2026-03-05T00:00:00
insp_bf270a5afc84,ves_bc2c23a0b5d5,,pinst_42b445d896a3,salvage_intake,yard,,{},"[""normal""]",light,False,B,30.53,[],2026-02-21T00:00:00
insp_02f78bae6e5f,ves_bc2c23a0b5d5,,pinst_62faee284a0e,salvage_intake,yard,,{},[],light,False,D,99.28,"[""inspection_required_before_sale""]",2026-01-24T00:00:00
insp_e07f4a58e38f,ves_bc2c23a0b5d5,,pinst_700dc3b41c92,salvage_intake,surveyor,,{},[],moderate,False,D,204.05,[],2026-02-12T00:00:00
insp_fe753967efd2,ves_bc55d1641c44,,pinst_febd3c52593b,salvage_intake,tech,,{},[],light,False,C,62.43,[],2026-02-21T00:00:00
insp_bf241fc32b78,ves_bc55d1641c44,,pinst_4c7dd63d97f8,salvage_intake,tech,,{},[],light,False,C,24.54,[],2026-01-05T00:00:00
insp_697ede381eec,ves_bc55d1641c44,,pinst_d52647415c1b,salvage_intake,tech,,{},"[""normal""]",severe,False,C,325.92,[],2026-01-28T00:00:00
insp_efc47afa1b9f,ves_bc55d1641c44,,pinst_41c5cd0a4798,salvage_intake,surveyor,,{},[],none,False,D,208.91,[],2026-01-06T00:00:00
insp_0d14a62108d8,ves_bc55d1641c44,,pinst_96ce8de9c222,salvage_intake,tech,,{},"[""normal""]",severe,False,C,70.38,[],2026-01-23T00:00:00
insp_1d155749a758,ves_bc55d1641c44,,pinst_6c16dbb535a5,salvage_intake,surveyor,,{},[],light,False,F,171.78,"[""inspection_required_before_sale""]",2026-01-21T00:00:00
insp_9ce97bd4da3b,ves_bc55d1641c44,,pinst_6afe0e08dcb5,salvage_intake,tech,,{},[],moderate,False,D,56.72,"[""inspection_required_before_sale""]",2026-01-19T00:00:00
insp_6103542742bf,ves_bc55d1641c44,,pinst_d1987de92498,salvage_intake,tech,,"{""cyl1"": 96, ""cyl2"": 113}","[""metal_elevated""]",moderate,False,F,8081.06,"[""inspection_required_before_sale""]",2026-01-18T00:00:00
