service_event_id,vessel_id,service_date,service_type,subsystem,engine_hours,cost,performed_by,documentation_quality,created_at
svc_7dbd67fcff38,ves_930acbc21707,2002-03-07,winterize,AUX,507,1374.05,unknown,2,2002-03-07T00:00:00
svc_3ebd97a9c5cb,ves_930acbc21707,2022-07-10,winterize,AUX,178,1620.01,yard,2,2022-07-10T00:00:00
svc_d8b447212d75,ves_08eeaeaceb8e,2026-01-13,oil_change,ENGINE,277,595.52,unknown,3,2026-01-13T00:00:00
svc_0b3d8e4cdbd2,ves_08eeaeaceb8e,2014-05-06,oil_change,ENGINE,396,291.65,yard,0,2014-05-06T00:00:00
svc_631cdc584a9c,ves_50b4de24470e,2013-10-11,bottom_paint,HULL,1796,1828.73,yard,2,2013-10-11T00:00:00
svc_535af193e0a6,ves_50b4de24470e,2005-01-23,impeller_change,ENGINE,1174,583.8,unknown,2,2005-01-23T00:00:00
svc_8231f8bfe41f,ves_50b4de24470e,2023-12-07,oil_change,ENGINE,1030,635.53,yard,2,2023-12-07T00:00:00
svc_887b6e56dcc9,ves_50b4de24470e,2013-05-27,winterize,AUX,990,541.28,dealer,1,2013-05-27T00:00:00
svc_bff529544dce,ves_50b4de24470e,2020-08-15,oil_change,ENGINE,1080,285.94,yard,2,2020-08-15T00:00:00
svc_27383920481b,ves_0a8e19a1a1c0,2003-05-26,oil_change,ENGINE,234,496.77,yard,1,2003-05-26T00:00:00
svc_556e6fd5c633,ves_0a8e19a1a1c0,2013-07-05,winterize,AUX,129,1660.36,yard,3,2013-07-05T00:00:00
svc_8470a2a223c8,ves_0a8e19a1a1c0,2023-02-08,impeller_change,ENGINE,117,776.83,yard,3,2023-02-08T00:00:00
svc_50e21e28d93b,ves_0a8e19a1a1c0,2002-11-22,bottom_paint,HULL,241,918.55,yard,1,2002-11-22T00:00:00
svc_1a6e472a9ce3,ves_0a8e19a1a1c0,2017-06-06,battery_replace,ELECTRICAL,183,1177.24,dealer,3,2017-06-06T00:00:00
svc_71864dad4f89,ves_0a8e19a1a1c0,2004-01-16,bottom_paint,HULL,122,818.63,dealer,2,2004-01-16T00:00:00
svc_88e35308d5fa,ves_0a8e19a1a1c0,2025-01-23,winterize,AUX,213,1403.09,dealer,2,2025-01-23T00:00:00
svc_0771a9f510e1,ves_0a8e19a1a1c0,2019-08-16,battery_replace,ELECTRICAL,108,670.67,dealer,2,2019-08-16T00:00:00
svc_d4a67ba47a0f,ves_c97da20c82a5,2014-01-27,bottom_paint,HULL,183,2003.27,dealer,2,2014-01-27T00:00:00
svc_ac7839192e49,ves_c97da20c82a5,2008-05-20,bottom_paint,HULL,1469,1671.68,dealer,2,2008-05-20T00:00:00
svc_beae87fdb23b,ves_c97da20c82a5,2009-02-20,inspection,HULL,779,815.33,yard,1,2009-02-20T00:00:00
svc_7fabb98dddc3,ves_c97da20c82a5,2022-02-13,oil_change,ENGINE,835,578.99,yard,2,2022-02-13T00:00:00
svc_8e7f0ce0a6b8,ves_c97da20c82a5,2006-04-23,inspection,HULL,528,354.86,dealer,1,2006-04-23T00:00:00
svc_02bce188c9bb,ves_c97da20c82a5,2025-03-25,inspection,HULL,733,399.57,yard,2,2025-03-25T00:00:00
svc_8e5980a3da34,ves_c97da20c82a5,2001-05-06,oil_change,ENGINE,1302,274.44,dealer,1,2001-05-06T00:00:00
svc_3f00678f43da,ves_c97da20c82a5,2016-04-11,impeller_change,ENGINE,695,308.86,dealer,2,2016-04-11T00:00:00
svc_118f3d3001e0,ves_9ac0475a4b48,2026-10-13,impeller_change,ENGINE,98,633.71,owner,1,2026-10-13T00:00:00
svc_830eaf847f4f,ves_9ac0475a4b48,2018-10-24,bottom_paint,HULL,34,654.34,unknown,3,2018-10-24T00:00:00
svc_fe24f43be55d,ves_8b904c37a7bd,2015-09-18,oil_change,ENGINE,127,555.35,owner,2,2015-09-18T00:00:00
svc_548e706ab992,ves_8b904c37a7bd,2012-03-10,oil_change,ENGINE,371,227.41,yard,3,2012-03-10T00:00:00
svc_f5425fd3871c,ves_8b904c37a7bd,2001-11-05,bottom_paint,HULL,346,869.52,unknown,3,2001-11-05T00:00:00
svc_4088fd571529,ves_c1e6e6c9403b,2007-03-21,oil_change,ENGINE,370,459.7,owner,3,2007-03-21T00:00:00
svc_c7f0e07eb4b4,ves_c1e6e6c9403b,2014-11-25,impeller_change,ENGINE,368,378.85,dealer,3,2014-11-25T00:00:00
svc_5b5617b2b8a4,ves_c1e6e6c9403b,2026-06-15,oil_change,ENGINE,350,592.48,unknown,2,2026-06-15T00:00:00
svc_83917c847194,ves_c1e6e6c9403b,2015-09-11,oil_change,ENGINE,163,228.67,dealer,2,2015-09-11T00:00:00
svc_c08db68cea8a,ves_c1e6e6c9403b,2002-09-13,battery_replace,ELECTRICAL,206,610.88,owner,1,2002-09-13T00:00:00
svc_f74251c77513,ves_c1e6e6c9403b,2009-10-05,inspection,HULL,264,493.62,dealer,2,2009-10-05T00:00:00
svc_66b5aebdc0bf,ves_c1e6e6c9403b,2017-03-21,impeller_change,ENGINE,176,281.21,yard,2,2017-03-21T00:00:00
svc_81a4006637a4,ves_c1e6e6c9403b,2019-06-16,battery_replace,ELECTRICAL,240,492.24,owner,3,2019-06-16T00:00:00
svc_a189824a809c,ves_d235a7e06717,2019-10-16,impeller_change,ENGINE,4504,555.74,yard,1,2019-10-16T00:00:00
svc_9b33dbbc0169,ves_d235a7e06717,2006-05-10,winterize,AUX,2926,1160.88,unknown,1,2006-05-10T00:00:00
svc_c6dac8fffb9e,ves_d235a7e06717,2016-04-25,spring_commission,AUX,3790,1353.64,dealer,3,2016-04-25T00:00:00
svc_91152cbd8c63,ves_d235a7e06717,2007-03-15,battery_replace,ELECTRICAL,3392,1176.56,yard,3,2007-03-15T00:00:00
svc_8719fb42dd6a,ves_d235a7e06717,2006-10-13,oil_change,ENGINE,733,257.46,dealer,1,2006-10-13T00:00:00
svc_79c8088d2d5c,ves_d235a7e06717,2014-06-06,impeller_change,ENGINE,1628,694.4,owner,3,2014-06-06T00:00:00
svc_89359a289bf2,ves_d235a7e06717,2026-08-12,inspection,HULL,3391,808.07,dealer,3,2026-08-12T00:00:00
svc_f48faf8aaacc,ves_d235a7e06717,2020-08-21,oil_change,ENGINE,1911,430.82,owner,3,2020-08-21T00:00:00
svc_6ee95efa8f7b,ves_d235a7e06717,2025-02-21,bottom_paint,HULL,1843,900.68,dealer,3,2025-02-21T00:00:00
svc_3f2ac532e707,ves_d235a7e06717,2013-02-04,bottom_paint,HULL,1045,929.13,dealer,1,2013-02-04T00:00:00
svc_a473dbaaad0e,ves_81b450010469,2021-11-14,oil_change,ENGINE,164,499.61,dealer,3,2021-11-14T00:00:00
svc_e358adeccf6d,ves_81b450010469,2003-03-19,battery_replace,ELECTRICAL,795,1081.8,dealer,2,2003-03-19T00:00:00
svc_21c5a46820f0,ves_81b450010469,2014-09-11,battery_replace,ELECTRICAL,209,906.83,yard,2,2014-09-11T00:00:00
svc_d352c71c8849,ves_81b450010469,2013-04-20,winterize,AUX,825,1483.39,unknown,1,2013-04-20T00:00:00
svc_04c9ecd4b155,ves_81b450010469,2011-12-22,oil_change,ENGINE,307,616.1,dealer,3,2011-12-22T00:00:00
svc_16c46efda64a,ves_81b450010469,2017-08-24,oil_change,ENGINE,775,201.05,yard,2,2017-08-24T00:00:00
svc_e619a059b9c9,ves_fe4f7efbcab5,2013-09-28,inspection,HULL,5452,470.54,yard,1,2013-09-28T00:00:00
svc_3e44b2b11e55,ves_fe4f7efbcab5,2006-09-26,impeller_change,ENGINE,8017,319.02,yard,3,2006-09-26T00:00:00
svc_dbb3260b9d58,ves_fe4f7efbcab5,2026-02-17,spring_commission,AUX,1215,1195.1,yard,2,2026-02-17T00:00:00
svc_e77aa02ae5f4,ves_fe4f7efbcab5,2020-01-23,oil_change,ENGINE,1441,596.65,dealer,3,2020-01-23T00:00:00
svc_83ccd815d919,ves_fe4f7efbcab5,2023-01-26,spring_commission,AUX,2394,432.57,owner,1,2023-01-26T00:00:00
svc_1a20502ea1b4,ves_fe4f7efbcab5,2022-05-13,oil_change,ENGINE,2960,193.39,dealer,2,2022-05-13T00:00:00
svc_9bc5575e7880,ves_fe4f7efbcab5,2019-03-09,oil_change,ENGINE,6462,510.21,dealer,3,2019-03-09T00:00:00
svc_986a26748e59,ves_fe4f7efbcab5,2004-09-09,oil_change,ENGINE,1277,311.78,yard,2,2004-09-09T00:00:00
svc_9c4c48a8f81f,ves_98494d619142,2026-07-03,inspection,HULL,1690,691.62,dealer,3,2026-07-03T00:00:00
svc_7dabbf000b87,ves_98494d619142,2018-10-21,spring_commission,AUX,754,1457.89,yard,2,2018-10-21T00:00:00
svc_c1183cad8f19,ves_98494d619142,2026-12-17,oil_change,ENGINE,1410,604.12,yard,2,2026-12-17T00:00:00
svc_ffdbe37c5f80,ves_b5d9c1f4569e,2025-05-17,winterize,AUX,118,1718.77,owner,2,2025-05-17T00:00:00
svc_11055f1b99ce,ves_bfa7f60bb2e4,2016-08-23,winterize,AUX,664,1706.37,yard,1,2016-08-23T00:00:00
svc_a6c01d4b8d61,ves_bfa7f60bb2e4,2025-07-17,oil_change,ENGINE,669,298.11,yard,2,2025-07-17T00:00:00
svc_873120ba5614,ves_0d631dcf0996,2023-03-09,oil_change,ENGINE,457,465.99,dealer,3,2023-03-09T00:00:00
svc_0e779d9631e9,ves_0d631dcf0996,2022-02-08,oil_change,ENGINE,165,247.29,owner,3,2022-02-08T00:00:00
svc_190bec96b834,ves_b774a647c58b,2017-12-11,oil_change,ENGINE,112,607.11,yard,2,2017-12-11T00:00:00
svc_fbec0dcbe59c,ves_bac04a365744,2025-03-20,winterize,AUX,185,1792.2,dealer,3,2025-03-20T00:00:00
svc_0c2a4b091e5c,ves_1d19e7477e3b,2021-09-23,impeller_change,ENGINE,68,763.35,yard,2,2021-09-23T00:00:00
svc_79e0cd43f4ff,ves_1d19e7477e3b,2025-03-02,bottom_paint,HULL,119,647.84,yard,1,2025-03-02T00:00:00
svc_fd11be4d6964,ves_1d19e7477e3b,2023-04-11,inspection,HULL,77,489.31,owner,2,2023-04-11T00:00:00
svc_b400104be6bf,ves_1d19e7477e3b,2025-10-18,winterize,AUX,18,597.4,dealer,2,2025-10-18T00:00:00
svc_1c7771465337,ves_03306ef684ea,2020-11-09,battery_replace,ELECTRICAL,572,990.51,owner,3,2020-11-09T00:00:00
svc_4b8e7cdffc77,ves_9a131fe558b0,2023-11-12,winterize,AUX,88,1379.08,yard,0,2023-11-12T00:00:00
svc_167be07b4760,ves_9a131fe558b0,2024-06-04,impeller_change,ENGINE,155,236.9,dealer,2,2024-06-04T00:00:00
svc_b7ca238f4299,ves_9a131fe558b0,2017-10-22,impeller_change,ENGINE,487,326.55,yard,1,2017-10-22T00:00:00
svc_9d57e4df7501,ves_9a131fe558b0,2020-05-17,oil_change,ENGINE,320,200.59,dealer,1,2020-05-17T00:00:00
svc_79349eef1ba3,ves_9a131fe558b0,2025-02-28,oil_change,ENGINE,87,528.48,yard,1,2025-02-28T00:00:00
svc_9c9b17f91086,ves_1737443ed7ac,2014-07-27,winterize,AUX,3902,645.27,yard,1,2014-07-27T00:00:00
svc_2e46a24d62c4,ves_1737443ed7ac,2009-07-16,oil_change,ENGINE,3999,435.64,dealer,2,2009-07-16T00:00:00
svc_d88e16fb20aa,ves_1737443ed7ac,2024-09-22,battery_replace,ELECTRICAL,492,890.59,owner,2,2024-09-22T00:00:00
svc_fe8a7ff993d4,ves_1737443ed7ac,2017-11-04,battery_replace,ELECTRICAL,3872,1016.78,yard,2,2017-11-04T00:00:00
svc_1b0f7f35760f,ves_2dce2fe49bb7,2005-10-27,spring_commission,AUX,1651,661.39,dealer,1,2005-10-27T00:00:00
svc_83488be9140b,ves_2dce2fe49bb7,2019-11-07,spring_commission,AUX,1054,267.72,yard,3,2019-11-07T00:00:00
svc_5e93b8d6c105,ves_2dce2fe49bb7,2011-11-03,battery_replace,ELECTRICAL,951,1395.22,unknown,2,2011-11-03T00:00:00
svc_1bfe41ac262d,ves_2dce2fe49bb7,2002-08-17,inspection,HULL,894,421.75,dealer,2,2002-08-17T00:00:00
svc_23d100d14591,ves_2dce2fe49bb7,2005-03-17,oil_change,ENGINE,808,218.79,unknown,0,2005-03-17T00:00:00
svc_502ec2c5fdcb,ves_2dce2fe49bb7,2016-12-16,oil_change,ENGINE,837,219.97,owner,3,2016-12-16T00:00:00
svc_0d244376bc91,ves_2dce2fe49bb7,2018-12-03,oil_change,ENGINE,1478,500.21,unknown,2,2018-12-03T00:00:00
svc_f8a2d6c4d513,ves_d0eda435b916,2002-05-04,impeller_change,ENGINE,3036,271.4,unknown,2,2002-05-04T00:00:00
svc_676b78ebdbea,ves_d0eda435b916,2018-10-11,bottom_paint,HULL,2278,790.42,unknown,1,2018-10-11T00:00:00
svc_3453daa94757,ves_d0eda435b916,2000-07-16,impeller_change,ENGINE,382,635.97,yard,1,2000-07-16T00:00:00
svc_d223a572dd4f,ves_20b673b3f41e,2018-12-06,winterize,AUX,1004,1508.01,yard,3,2018-12-06T00:00:00
svc_aa23b3b3486d,ves_20b673b3f41e,2017-06-01,impeller_change,ENGINE,258,592.31,unknown,3,2017-06-01T00:00:00
svc_a271f2b22d6a,ves_20b673b3f41e,2013-11-14,spring_commission,AUX,634,552.29,yard,2,2013-11-14T00:00:00
svc_40a747f47091,ves_20b673b3f41e,2016-05-10,inspection,HULL,621,227.53,dealer,2,2016-05-10T00:00:00
svc_60c07fb66945,ves_20b673b3f41e,2021-09-01,inspection,HULL,806,691.51,yard,3,2021-09-01T00:00:00
svc_8fb48150e04b,ves_399e00194d24,2020-07-28,inspection,HULL,726,253.52,yard,3,2020-07-28T00:00:00
svc_e50ae38e1c48,ves_399e00194d24,2015-11-12,bottom_paint,HULL,313,2078.87,yard,0,2015-11-12T00:00:00
svc_06bf2d816453,ves_399e00194d24,2023-06-05,oil_change,ENGINE,946,330.68,unknown,2,2023-06-05T00:00:00
svc_28cb7e3ab468,ves_399e00194d24,2024-01-21,winterize,AUX,1388,1754.18,yard,1,2024-01-21T00:00:00
svc_b0c654131ef1,ves_acec3196c7fb,2025-01-12,oil_change,ENGINE,1339,418.39,unknown,3,2025-01-12T00:00:00
svc_32371058e19e,ves_acec3196c7fb,2015-07-23,oil_change,ENGINE,2227,581.23,dealer,2,2015-07-23T00:00:00
svc_d48cd3672c94,ves_acec3196c7fb,2014-11-03,oil_change,ENGINE,1820,593.83,yard,2,2014-11-03T00:00:00
svc_170a50aaab9c,ves_acec3196c7fb,2000-03-04,inspection,HULL,2271,394.32,unknown,2,2000-03-04T00:00:00
svc_380c0af43758,ves_acec3196c7fb,2000-02-05,battery_replace,ELECTRICAL,2722,254.54,yard,0,2000-02-05T00:00:00
svc_a097b68fc05f,ves_acec3196c7fb,2018-01-01,bottom_paint,HULL,3060,963.08,owner,3,2018-01-01T00:00:00
svc_f1a50b7206c2,ves_dafe1a2044f9,2005-02-06,spring_commission,AUX,2873,293.94,dealer,2,2005-02-06T00:00:00
svc_62f5b72cdbe5,ves_dafe1a2044f9,2008-02-11,oil_change,ENGINE,2440,245.46,owner,2,2008-02-11T00:00:00
svc_72b7b065d037,ves_dafe1a2044f9,2014-08-03,oil_change,ENGINE,2800,412.3,owner,2,2014-08-03T00:00:00
svc_047c08cdcfa6,ves_dafe1a2044f9,2003-02-05,spring_commission,AUX,2716,1414.14,dealer,3,2003-02-05T00:00:00
svc_68a9dc193a7a,ves_dafe1a2044f9,2022-04-19,spring_commission,AUX,2335,389.77,owner,2,2022-04-19T00:00:00
svc_6f1c4198beec,ves_dafe1a2044f9,2017-08-16,bottom_paint,HULL,1950,714.37,yard,1,2017-08-16T00:00:00
svc_f5606bcf8245,ves_dafe1a2044f9,2024-11-23,bottom_paint,HULL,1810,708.2,owner,3,2024-11-23T00:00:00
svc_42246595e9e9,ves_ec28e8033bea,2008-02-25,oil_change,ENGINE,122,431.38,yard,2,2008-02-25T00:00:00
svc_699a91aae3a3,ves_ec28e8033bea,2024-02-14,spring_commission,AUX,52,971.39,dealer,1,2024-02-14T00:00:00
svc_708edf0bf460,ves_ec28e8033bea,2021-01-19,oil_change,ENGINE,77,189.33,dealer,3,2021-01-19T00:00:00
svc_e3a81455445a,ves_ec28e8033bea,2021-05-20,inspection,HULL,120,246.14,dealer,2,2021-05-20T00:00:00
svc_84e30dd6dcc8,ves_ec28e8033bea,2021-01-16,spring_commission,AUX,27,225.7,yard,2,2021-01-16T00:00:00
svc_2157f7041e78,ves_2cfe6066d6e1,2012-10-28,winterize,AUX,81,1364.39,dealer,2,2012-10-28T00:00:00
svc_2694b2da76a9,ves_2cfe6066d6e1,2004-06-16,oil_change,ENGINE,520,567.37,dealer,3,2004-06-16T00:00:00
svc_77b47c8e9724,ves_2cfe6066d6e1,2013-04-10,spring_commission,AUX,472,1235.22,dealer,3,2013-04-10T00:00:00
svc_96e4b473275a,ves_2cfe6066d6e1,2015-11-01,inspection,HULL,491,275.27,owner,2,2015-11-01T00:00:00
svc_eba69e29f28b,ves_2cfe6066d6e1,2001-06-26,battery_replace,ELECTRICAL,307,719.92,owner,1,2001-06-26T00:00:00
svc_4a1b6d4da74d,ves_2cfe6066d6e1,2006-11-02,oil_change,ENGINE,221,338.62,yard,3,2006-11-02T00:00:00
svc_5d9866d71836,ves_2cfe6066d6e1,2021-01-08,oil_change,ENGINE,417,432.74,unknown,2,2021-01-08T00:00:00
svc_985c7cfab484,ves_2cfe6066d6e1,2006-05-04,spring_commission,AUX,538,633.97,dealer,0,2006-05-04T00:00:00
svc_e9569b1ffbcb,ves_0afb5d7203f7,2026-06-26,impeller_change,ENGINE,283,422.42,owner,3,2026-06-26T00:00:00
svc_3efc42a034ff,ves_0afb5d7203f7,2020-10-24,oil_change,ENGINE,385,298.37,dealer,2,2020-10-24T00:00:00
svc_901d4fd1027c,ves_0afb5d7203f7,2014-12-18,impeller_change,ENGINE,261,389.24,yard,2,2014-12-18T00:00:00
svc_59fec201abe1,ves_b7dee48853f4,2026-07-03,spring_commission,AUX,1742,1459.16,yard,3,2026-07-03T00:00:00
svc_42dc0aa2c78b,ves_b7dee48853f4,2009-01-19,winterize,AUX,1643,825.74,yard,3,2009-01-19T00:00:00
svc_29077c0fc6d4,ves_b7dee48853f4,2021-06-01,oil_change,ENGINE,2019,393.94,dealer,1,2021-06-01T00:00:00
svc_06796721ac2e,ves_b7dee48853f4,2023-08-26,battery_replace,ELECTRICAL,455,531.8,dealer,3,2023-08-26T00:00:00
svc_73a9bdba7a71,ves_b7dee48853f4,2019-06-12,spring_commission,AUX,1057,704.11,unknown,2,2019-06-12T00:00:00
svc_9cb589f76ca9,ves_503d4fe94ff1,2014-01-08,inspection,HULL,1429,805.73,dealer,3,2014-01-08T00:00:00
svc_dfadc0c86795,ves_503d4fe94ff1,2020-10-15,winterize,AUX,1070,289.48,owner,2,2020-10-15T00:00:00
svc_d72f66f1c100,ves_b82233747cdf,2012-06-08,inspection,HULL,692,595.98,yard,2,2012-06-08T00:00:00
svc_4f04fc6610cf,ves_b82233747cdf,2023-03-25,spring_commission,AUX,586,909.63,unknown,1,2023-03-25T00:00:00
svc_afa4e08cabcf,ves_b82233747cdf,2009-07-24,battery_replace,ELECTRICAL,442,455.86,yard,3,2009-07-24T00:00:00
svc_8b5a35ecf8aa,ves_b82233747cdf,2013-01-03,winterize,AUX,826,871.8,dealer,3,2013-01-03T00:00:00
svc_13f458aee63d,ves_b82233747cdf,2010-04-08,spring_commission,AUX,717,501.57,unknown,2,2010-04-08T00:00:00
svc_213e565a28a0,ves_a2f004a15e22,2026-04-07,winterize,AUX,496,992.41,yard,2,2026-04-07T00:00:00
svc_a2e82caa05b0,ves_a2f004a15e22,2000-07-09,winterize,AUX,602,1179.26,owner,3,2000-07-09T00:00:00
svc_609c40cc020b,ves_a2f004a15e22,2000-03-17,oil_change,ENGINE,1402,445.9,yard,1,2000-03-17T00:00:00
svc_96fdb93bd3a0,ves_a2f004a15e22,2014-01-13,winterize,AUX,1660,609.01,dealer,3,2014-01-13T00:00:00
svc_9d6624607f20,ves_a2f004a15e22,2005-01-17,oil_change,ENGINE,1585,274.31,dealer,2,2005-01-17T00:00:00
svc_70e5d44629cf,ves_a2f004a15e22,2015-03-10,spring_commission,AUX,1615,1042.39,yard,3,2015-03-10T00:00:00
svc_96dc5b3b4868,ves_a2f004a15e22,2012-10-06,bottom_paint,HULL,2423,609.74,dealer,2,2012-10-06T00:00:00
svc_37c25a2b1807,ves_a2f004a15e22,2005-06-13,oil_change,ENGINE,2557,202.16,yard,1,2005-06-13T00:00:00
svc_b4b5e94d320d,ves_a2f004a15e22,2000-11-13,oil_change,ENGINE,1026,536.17,dealer,3,2000-11-13T00:00:00
svc_618a1ac3fff4,ves_a2f004a15e22,2000-09-24,spring_commission,AUX,1838,564.53,unknown,3,2000-09-24T00:00:00
svc_517b90a02b03,ves_a2f004a15e22,2025-06-20,oil_change,ENGINE,2658,586.15,owner,2,2025-06-20T00:00:00
svc_f7a760ea7a5f,ves_77c776aebb3c,2023-03-20,spring_commission,AUX,48,754.59,yard,0,2023-03-20T00:00:00
svc_43538061c0c5,ves_77c776aebb3c,2023-04-05,oil_change,ENGINE,15,355.82,yard,3,2023-04-05T00:00:00
svc_68f31bbe2b3b,ves_42f2c36e1091,2019-02-12,inspection,HULL,195,224.91,dealer,1,2019-02-12T00:00:00
svc_78751457f715,ves_42f2c36e1091,2010-09-09,battery_replace,ELECTRICAL,224,907.58,yard,3,2010-09-09T00:00:00
svc_03b03e213a5c,ves_42f2c36e1091,2009-10-11,impeller_change,ENGINE,133,455.42,unknown,2,2009-10-11T00:00:00
svc_eb04534a1875,ves_42f2c36e1091,2015-03-10,impeller_change,ENGINE,418,584.49,yard,1,2015-03-10T00:00:00
svc_c0a21b57d51a,ves_42f2c36e1091,2013-07-19,spring_commission,AUX,199,440.97,yard,2,2013-07-19T00:00:00
svc_4db043c1e9e5,ves_68d5a0e07b98,2004-08-22,bottom_paint,HULL,73,1109.44,owner,3,2004-08-22T00:00:00
svc_f86e3b3f326d,ves_68d5a0e07b98,2009-05-11,spring_commission,AUX,92,385.44,yard,2,2009-05-11T00:00:00
svc_7045143f376a,ves_68d5a0e07b98,2012-12-16,impeller_change,ENGINE,236,418.7,owner,1,2012-12-16T00:00:00
svc_033896772d05,ves_68d5a0e07b98,2007-09-13,oil_change,ENGINE,245,240.4,unknown,3,2007-09-13T00:00:00
svc_ab30c77d1270,ves_29c3c20df0d2,2018-09-12,oil_change,ENGINE,399,613.11,owner,2,2018-09-12T00:00:00
svc_797691a29d1e,ves_29c3c20df0d2,2006-09-03,inspection,HULL,1667,496.79,dealer,3,2006-09-03T00:00:00
svc_33ad48e6e793,ves_29c3c20df0d2,2009-03-24,impeller_change,ENGINE,1930,632.5,dealer,2,2009-03-24T00:00:00
svc_60b1f313addd,ves_29c3c20df0d2,2020-03-04,spring_commission,AUX,1520,740.44,unknown,3,2020-03-04T00:00:00
svc_ab1b2f8e3218,ves_29c3c20df0d2,2015-03-27,winterize,AUX,1566,1274.52,yard,3,2015-03-27T00:00:00
svc_db5b7a8846b1,ves_29c3c20df0d2,2014-01-11,oil_change,ENGINE,1396,300.37,yard,0,2014-01-11T00:00:00
svc_7ddf97a0eb10,ves_29c3c20df0d2,2017-05-26,impeller_change,ENGINE,1381,726.25,owner,2,2017-05-26T00:00:00
svc_3a7870afc4fd,ves_29c3c20df0d2,2014-07-19,bottom_paint,HULL,480,1234.92,owner,1,2014-07-19T00:00:00
svc_15254e2e8bcb,ves_29c3c20df0d2,2019-01-22,oil_change,ENGINE,1721,487.29,dealer,2,2019-01-22T00:00:00
svc_7d60c39e1ea5,ves_2decef181289,2021-03-06,winterize,AUX,120,462.04,yard,0,2021-03-06T00:00:00
svc_86a904501f91,ves_2decef181289,2019-04-07,spring_commission,AUX,444,939.55,owner,1,2019-04-07T00:00:00
svc_782fe57468c7,ves_e497a5fff736,2024-03-28,winterize,AUX,66,1216.22,unknown,3,2024-03-28T00:00:00
svc_38878f72845a,ves_42aa9212ea90,2020-04-27,impeller_change,ENGINE,57,691.29,dealer,2,2020-04-27T00:00:00
svc_d4abea7427db,ves_42aa9212ea90,2007-10-25,impeller_change,ENGINE,111,755.04,dealer,3,2007-10-25T00:00:00
svc_d1689ce9690c,ves_338058e6238f,2017-03-25,battery_replace,ELECTRICAL,422,1436.3,dealer,1,2017-03-25T00:00:00
svc_50a483812496,ves_338058e6238f,2021-03-13,battery_replace,ELECTRICAL,61,1487.56,yard,2,2021-03-13T00:00:00
svc_5fe1b57786df,ves_18584011b964,2015-10-08,impeller_change,ENGINE,1026,298.97,owner,3,2015-10-08T00:00:00
svc_07583abd72ef,ves_1f7009fb98b4,2018-07-08,oil_change,ENGINE,458,570.39,unknown,1,2018-07-08T00:00:00
svc_d0be927b3117,ves_1f7009fb98b4,2021-04-10,impeller_change,ENGINE,160,224.1,yard,0,2021-04-10T00:00:00
svc_90804d5243ac,ves_1f7009fb98b4,2016-09-08,inspection,HULL,166,303.49,yard,1,2016-09-08T00:00:00
svc_3d48637298ee,ves_1f7009fb98b4,2015-06-14,inspection,HULL,904,270.11,dealer,3,2015-06-14T00:00:00
svc_2c5d0281f000,ves_1f7009fb98b4,2021-02-15,winterize,AUX,1390,1361.2,dealer,3,2021-02-15T00:00:00
svc_432dd4e8995c,ves_1f7009fb98b4,2025-03-03,oil_change,ENGINE,858,259.22,dealer,3,2025-03-03T00:00:00
svc_7385a10ec6cd,ves_1f7009fb98b4,2013-02-23,battery_replace,ELECTRICAL,567,1020.29,dealer,1,2013-02-23T00:00:00
svc_86bba816dea1,ves_8664e5a4f2db,2026-04-21,winterize,AUX,835,891.15,owner,2,2026-04-21T00:00:00
svc_7064841eb22e,ves_8664e5a4f2db,2012-11-24,winterize,AUX,1091,549.59,yard,3,2012-11-24T00:00:00
svc_0f0d84403548,ves_8664e5a4f2db,2001-10-10,impeller_change,ENGINE,2014,322.26,yard,1,2001-10-10T00:00:00
svc_f4e7dc0d7854,ves_8664e5a4f2db,2006-07-06,oil_change,ENGINE,815,557.97,yard,2,2006-07-06T00:00:00
svc_9dcfc2b4daf7,ves_8664e5a4f2db,2020-09-22,inspection,HULL,1833,293.21,yard,3,2020-09-22T00:00:00
svc_86ab16438096,ves_8664e5a4f2db,2006-02-24,winterize,AUX,223,1724.1,dealer,2,2006-02-24T00:00:00
svc_ad88ca3de286,ves_8664e5a4f2db,2011-12-08,inspection,HULL,1836,853.34,owner,3,2011-12-08T00:00:00
svc_6512ca76193e,ves_8664e5a4f2db,2006-05-06,spring_commission,AUX,1833,1359.33,yard,3,2006-05-06T00:00:00
svc_6acb873565e7,ves_8664e5a4f2db,2000-08-27,spring_commission,AUX,1424,438.81,dealer,3,2000-08-27T00:00:00
svc_c4643e3e58e3,ves_64e438be7cdc,2013-04-07,oil_change,ENGINE,532,437.18,dealer,3,2013-04-07T00:00:00
svc_66017432109e,ves_64e438be7cdc,2020-04-13,winterize,AUX,290,1039.95,owner,2,2020-04-13T00:00:00
svc_5d4db4dc8c6a,ves_64e438be7cdc,2003-07-15,spring_commission,AUX,564,283.04,owner,3,2003-07-15T00:00:00
svc_316df0c87a17,ves_64e438be7cdc,2015-05-28,oil_change,ENGINE,539,440.97,owner,3,2015-05-28T00:00:00
svc_957d28117be6,ves_64e438be7cdc,2004-12-28,oil_change,ENGINE,206,283.26,dealer,3,2004-12-28T00:00:00
svc_c952964c994f,ves_d231468571d2,2009-02-24,oil_change,ENGINE,2969,421.76,yard,0,2009-02-24T00:00:00
svc_6cab71aa2ac4,ves_d231468571d2,2004-07-11,spring_commission,AUX,4532,819.11,dealer,2,2004-07-11T00:00:00
