comp_id,comp_source,comp_type,make,model,year_built,loa_ft,propulsion_type,engine_hours,region_market,condition_grade,list_price,sold_price,days_on_market,sale_date,equipment_flags,notes
comp_85911c6351ef,marketplace,sold,Regal,28 Express,1995,18.22,sterndrive,559,Pacific Coast,good,8042.61,6835.68,19,2026-04-25,"[""trailer"", ""autopilot"", ""radar""]",
comp_58e4af45029a,marketplace,sold,Bennington,22 SSB,1988,20.05,outboard,3577,Gulf Coast,fair,5147.84,4753.56,35,2025-12-25,"[""autopilot""]",
comp_d705d8e53dd5,brokerage,listing,Catalina,355,1999,42.5,sail_aux,914,Great Lakes,very_good,88541.22,,101,2025-02-27,"[""trailer"", ""radar"", ""AIS""]",
comp_3f2d45befb4b,brokerage,sold,Sea-Doo,GTI 130,2002,10.93,jet,562,Maritimes,good,2299.58,1994.44,37,2026-04-08,[],
comp_92a2cbe83300,marketplace,listing,Formula,350 CBR,1995,43.04,inboard,393,Great Lakes,fair,64056.06,,35,2024-03-22,"[""solar"", ""autopilot""]",
comp_afb581b6dab0,internal_sales,sold,Beneteau,Oceanis 31,2011,41.59,inboard,751,Great Lakes,good,104497.89,93826.61,7,2025-07-25,[],
comp_0f411c0f43ed,marketplace,sold,Chaparral,23 SSi,1975,16.73,sterndrive,3844,Maritimes,very_good,4355.52,3690.73,62,2024-05-06,"[""radar"", ""autopilot""]",
comp_6db58455c8be,brokerage,listing,Lund,1875 Pro-V,2012,22.58,inboard,1377,Maritimes,excellent,21582.35,,100,2026-08-18,"[""solar""]",
comp_631d922c6763,marketplace,sold,Harris,Solstice 230,1987,17.44,outboard,2616,Maritimes,poor,2568.8,2486.19,58,2026-11-12,"[""joystick"", ""solar""]",
comp_c06a34fd25af,brokerage,sold,Sea Ray,SPX 190,2012,22.33,outboard,1022,Pacific Coast,excellent,24815.82,23005.74,106,2024-07-22,"[""radar""]",
comp_a21d93a9ee45,marketplace,listing,Tiara,38 LS,2008,23.4,inboard,1294,Maritimes,good,55416.97,,52,2024-03-20,"[""joystick"", ""radar""]",
comp_26a9bfd22788,brokerage,sold,Sea Ray,SPX 190,2003,21.85,outboard,461,Pacific Coast,excellent,18632.92,16372.24,41,2025-01-08,"[""trailer"", ""generator""]",
comp_8948bb5b2422,internal_sales,listing,Grady-White,336 Canyon,2014,21.17,inboard,737,Gulf Coast,good,19553.52,,41,2026-12-25,[],
comp_1eba223f5d50,marketplace,sold,Tracker,Pro Team 175,2005,21.85,inboard,1794,Inland Lakes,excellent,17831.8,17004.29,39,2026-04-20,[],
comp_53c061b8018a,marketplace,sold,Lund,1650 Angler,1977,13.97,inboard,859,Pacific Coast,very_good,3590.85,3202.98,94,2026-04-21,"[""radar"", ""trailer"", ""AIS""]",
comp_4a51947c7c94,marketplace,sold,Carver,C34 Coupe,1988,30.12,sterndrive,4133,Atlantic Coast,good,39995.68,35016.5,38,2024-01-05,"[""AIS"", ""autopilot"", ""generator""]",
comp_e4ea432a386e,marketplace,sold,Sea Ray,Sundancer 320,1971,20.48,outboard,2567,Pacific Coast,very_good,5233.11,4487.28,28,2026-11-22,"[""radar"", ""generator"", ""trailer""]",
comp_85598047f90e,marketplace,sold,Jeanneau,Sun Odyssey 349,2012,22.3,inboard,512,Gulf Coast,poor,26333.48,23903.18,9,2025-09-24,"[""AIS""]",
comp_655c04341315,marketplace,sold,Sea Ray,SDX 250,1976,24.31,sterndrive,486,Gulf Coast,good,6379.76,6059.04,72,2025-02-11,"[""solar""]",
comp_09369aca7bc7,marketplace,sold,Formula,290 BR,2013,42.85,sterndrive,5316,Pacific Coast,poor,69074.03,62581.17,86,2026-09-14,[],
comp_de1f2be14340,internal_sales,listing,Parker,2320 Sport Cabin,1998,40.28,inboard,9962,Pacific Coast,good,54413.34,,27,2023-02-05,"[""generator""]",
comp_67a21d406030,marketplace,sold,Sun Tracker,Bass Buggy 18 DLX,2008,22.51,outboard,230,Gulf Coast,very_good,12683.46,11376.98,111,2026-07-04,"[""AIS"", ""generator""]",
comp_6291ce316536,marketplace,sold,Regal,LS4,1975,22.3,outboard,904,Gulf Coast,fair,5320.42,4668.14,113,2026-08-28,"[""solar"", ""joystick""]",
comp_bed0a007d9b5,marketplace,listing,Harris,Cruiser 210,2023,24.53,outboard,0,Pacific Coast,very_good,33533.73,,56,2024-01-03,[],
comp_6742ea5d8e8c,marketplace,sold,Bayliner,Element M17,2019,16.8,sterndrive,502,Maritimes,fair,14132.19,13635.53,130,2024-10-05,"[""radar"", ""solar""]",
comp_1fb2345e13b3,internal_sales,listing,Hunter,31,2002,25.61,sail_aux,0,Inland Lakes,good,42338.85,,91,2024-04-05,[],
comp_663ec78b073f,marketplace,sold,Formula,290 BR,1981,33.82,inboard,584,Inland Lakes,very_good,45768.14,43476.99,56,2026-08-07,"[""trailer"", ""AIS""]",
comp_5822f641f25b,brokerage,listing,Tracker,Grizzly 1860,2001,26.0,inboard,151,Inland Lakes,excellent,19019.25,,19,2025-07-10,"[""solar""]",
comp_0eaf6b425895,marketplace,listing,Chaparral,21 SSI,2002,23.03,sterndrive,1025,Pacific Coast,good,13980.08,,45,2025-02-24,"[""trailer"", ""solar"", ""joystick""]",
comp_4aff7e916d87,internal_sales,sold,Catalina,275 Sport,2005,42.08,sail_aux,664,Pacific Coast,good,75780.97,66699.74,22,2025-03-06,"[""radar""]",
comp_5b5385f07c89,brokerage,sold,Regal,26 XO,2025,15.27,outboard,183,Maritimes,excellent,35958.93,30280.03,41,2026-05-28,"[""trailer""]",
comp_00e24636cdee,internal_sales,sold,Lund,1975 Impact,2015,26.0,outboard,707,Pacific Coast,good,27066.63,25640.81,70,2024-08-12,"[""radar"", ""generator"", ""solar""]",
comp_f192428364f5,marketplace,sold,Tracker,Targa V-18,1971,26.0,inboard,2188,Pacific Coast,very_good,6346.58,5548.8,54,2026-03-23,"[""joystick"", ""trailer""]",
comp_541e949d528a,brokerage,listing,Bayliner,DX2000,2007,21.72,outboard,114,Atlantic Coast,very_good,14950.34,,139,2025-06-28,[],
comp_51696664b31b,marketplace,listing,Sun Tracker,Bass Buggy 18 DLX,1994,17.1,outboard,1308,Maritimes,poor,2822.45,,27,2025-03-27,"[""trailer""]",
comp_cbe5b0b6a214,marketplace,sold,Harris,Cruiser 210,2026,24.53,outboard,0,Pacific Coast,good,50371.02,42967.1,22,2023-03-10,[],
comp_c4b91ecd74d0,marketplace,sold,Bennington,24 LXSB,1988,21.27,outboard,814,Inland Lakes,very_good,8366.75,8144.57,15,2024-06-19,"[""AIS"", ""joystick"", ""generator""]",
comp_84536cb37888,brokerage,sold,Harris,Cruiser 210,2015,28.77,outboard,1011,Atlantic Coast,good,19479.81,18945.18,29,2024-12-06,"[""AIS"", ""generator""]",
comp_eb5fece95db5,brokerage,listing,Regal,LS4,2024,26.0,outboard,182,Pacific Coast,good,52100.61,,26,2023-04-28,"[""AIS""]",
comp_116330ec2703,internal_sales,sold,HarborCat,26 WB,2009,11.55,outboard,1317,Atlantic Coast,very_good,13863.19,13201.37,64,2023-11-06,"[""generator"", ""solar""]",
comp_a2b023172a0b,marketplace,listing,Bayliner,VR5,2020,16.5,sterndrive,293,Great Lakes,good,17531.77,,46,2025-02-20,[],
comp_0526643876a8,brokerage,sold,Lund,1975 Impact,1978,24.69,outboard,3469,Great Lakes,fair,6192.13,5352.31,105,2026-03-13,"[""trailer""]",
comp_44b9ae72e622,marketplace,sold,Lund,1650 Angler,1973,17.38,inboard,5865,Maritimes,very_good,4990.02,4515.27,12,2023-05-16,[],
comp_41eaba861b9d,marketplace,sold,Boston Whaler,230 Outrage,2008,27.75,outboard,2009,Gulf Coast,good,25006.02,24072.8,26,2024-07-05,"[""trailer"", ""autopilot""]",
comp_daae733a1a31,marketplace,sold,Formula,350 CBR,2006,33.36,inboard,2696,Pacific Coast,very_good,80074.14,73444.43,44,2023-10-02,"[""joystick"", ""generator""]",
comp_064a3f495087,marketplace,sold,Boston Whaler,230 Outrage,2011,24.87,inboard,3089,Pacific Coast,poor,14449.8,13759.16,47,2023-03-12,"[""radar"", ""joystick"", ""solar""]",
comp_8aace3644022,brokerage,sold,Lund,1650 Angler,2001,21.19,inboard,1650,Maritimes,good,13128.8,11387.0,133,2025-01-28,[],
comp_fabab45d193c,brokerage,sold,Sea Ray,Sundancer 320,1976,20.48,outboard,4432,Pacific Coast,good,5513.38,4711.75,68,2026-09-28,[],
comp_0ff70f9dbb0c,marketplace,sold,Tiara,38 LS,2018,32.38,sterndrive,1566,Inland Lakes,fair,96510.84,89517.72,20,2024-11-19,"[""autopilot""]",
comp_5aafe1c9ccca,marketplace,sold,Tracker,Grizzly 1860,2017,20.43,outboard,1000,Pacific Coast,excellent,20940.8,20061.41,19,2026-04-09,"[""radar""]",
comp_55fb82a77157,brokerage,sold,Lund,1975 Impact,2012,26.0,inboard,1290,Atlantic Coast,poor,12108.02,11176.37,54,2023-04-02,"[""joystick"", ""AIS"", ""trailer""]",
comp_cb7233290f3e,marketplace,sold,Bennington,22 SSB,1987,25.92,outboard,988,Pacific Coast,good,8366.95,7886.77,15,2025-04-28,[],
comp_420f52a81ea8,marketplace,listing,Chaparral,280 OSX,2015,16.69,outboard,49,Maritimes,fair,10927.37,,41,2025-03-19,"[""joystick"", ""autopilot""]",
comp_10a7c59ce0b7,marketplace,sold,Chaparral,280 OSX,2024,20.0,sterndrive,50,Gulf Coast,fair,28675.47,27207.03,49,2025-12-07,"[""trailer"", ""radar""]",
comp_54198cbaad53,marketplace,sold,Tracker,Targa V-18,1976,24.59,inboard,1926,Atlantic Coast,fair,5688.63,5105.21,45,2024-08-20,"[""radar""]",
comp_8f4e81bfe77f,brokerage,sold,Tracker,Pro Team 175,2012,15.85,outboard,930,Atlantic Coast,good,10405.17,8981.34,90,2026-03-12,"[""trailer"", ""radar"", ""autopilot""]",
comp_7c3166a59b6d,brokerage,sold,Sun Tracker,Bass Buggy 18 DLX,1987,25.67,outboard,1028,Great Lakes,very_good,8012.79,7060.78,48,2026-09-20,"[""solar"", ""generator""]",
comp_3fe36c4250b4,brokerage,listing,Sun Tracker,Bass Buggy 18 DLX,2025,18.63,outboard,77,Gulf Coast,good,23407.58,,20,2026-06-02,[],
comp_201bfa4ecab8,internal_sales,sold,Sun Tracker,Party Barge 22 DLX,2011,25.57,outboard,763,Great Lakes,very_good,17405.48,16229.21,109,2023-06-15,"[""radar""]",
comp_2b1eb32ceefa,internal_sales,sold,Yamaha WaveRunner,FX HO,1973,10.88,jet,3383,Maritimes,good,1000.0,867.11,22,2023-10-05,"[""trailer"", ""AIS""]",
comp_2210ac48e913,marketplace,sold,Sun Tracker,Party Barge 22 DLX,2009,23.06,outboard,1534,Gulf Coast,very_good,12403.56,10586.27,43,2026-09-27,"[""AIS"", ""autopilot"", ""radar""]",
comp_7624f9921ff5,marketplace,sold,Sun Tracker,Bass Buggy 18 DLX,1972,13.74,outboard,4165,Pacific Coast,good,1805.6,1618.61,46,2026-05-19,"[""autopilot"", ""radar""]",
comp_f9262c11a92c,marketplace,sold,Bayliner,Ciera 8,1996,21.4,sterndrive,3438,Pacific Coast,good,10251.44,9151.19,67,2026-06-13,"[""joystick"", ""radar"", ""generator""]",
comp_1ef576c61472,brokerage,sold,Sun Tracker,Bass Buggy 18 DLX,2007,19.62,outboard,129,Maritimes,fair,6806.39,6438.01,55,2024-03-07,"[""solar"", ""trailer""]",
comp_88cf6aa18357,brokerage,listing,Alumacraft Pro,205 Bay,1978,27.82,jet,7307,Inland Lakes,very_good,21293.24,,45,2023-09-23,"[""radar"", ""generator""]",
comp_5bbc1b9c7c1e,marketplace,sold,Sea Ray,SDX 250,1995,33.56,sterndrive,3642,Maritimes,fair,40451.83,38116.32,134,2025-02-25,"[""radar""]",
comp_d97a1aa3da0d,brokerage,sold,Jeanneau,Sun Odyssey 349,2015,17.17,inboard,142,Maritimes,fair,25746.23,22036.03,45,2024-05-15,"[""AIS"", ""autopilot""]",
comp_7bf9c3b43c02,brokerage,sold,Harris,Cruiser 210,2010,14.86,outboard,683,Maritimes,very_good,8354.75,7220.24,105,2025-08-26,[],
comp_4f41359941f2,marketplace,sold,Boston Whaler,230 Outrage,2014,24.6,outboard,1349,Great Lakes,excellent,28473.26,27426.6,85,2026-05-18,"[""trailer"", ""joystick""]",
comp_d56fbcdfb91a,marketplace,sold,Tiara,38 LS,1973,27.56,sterndrive,1925,Gulf Coast,fair,22695.55,21139.18,73,2025-03-11,"[""joystick""]",
comp_dbd985384124,marketplace,sold,Tracker,Pro Team 175,1987,31.6,outboard,3148,Gulf Coast,fair,11062.34,9949.67,27,2024-02-15,"[""radar"", ""generator""]",
comp_3c9ad4453d81,marketplace,sold,Tracker,Pro Team 175,1983,14.78,inboard,3371,Inland Lakes,fair,3833.22,3429.24,36,2023-10-08,"[""joystick""]",
comp_a84dae5a682e,brokerage,sold,Formula,350 CBR,2009,48.44,sterndrive,1993,Pacific Coast,good,151905.91,138775.36,58,2024-09-18,"[""trailer"", ""AIS"", ""generator""]",
comp_65a9ce7003d2,marketplace,sold,Regal,28 Express,1989,22.19,sterndrive,1420,Great Lakes,very_good,11429.88,10651.5,96,2023-03-03,"[""trailer"", ""AIS""]",
comp_c66760d26261,brokerage,listing,Yamaha WaveRunner,VX Cruiser,1990,10.64,jet,826,Atlantic Coast,excellent,1529.2,,28,2026-02-13,"[""radar""]",
comp_0fa91727e27b,marketplace,listing,Boston Whaler,170 Montauk,2005,23.65,inboard,3142,Gulf Coast,fair,13178.57,,16,2026-08-23,[],
comp_3add81b9c6f3,brokerage,sold,Formula,290 BR,2020,35.25,inboard,432,Pacific Coast,fair,119024.11,107371.19,118,2024-08-05,[],
comp_fd68ce155a40,internal_sales,sold,Formula,350 CBR,1966,35.62,inboard,10270,Atlantic Coast,very_good,32794.48,27665.9,112,2024-05-21,[],
comp_6b13d10e1e8a,brokerage,sold,Bayliner,Element M17,2004,19.98,sterndrive,236,Inland Lakes,good,11837.0,11126.11,110,2025-05-25,[],
comp_b3a942581a94,marketplace,listing,Hunter,36,1990,27.88,inboard,3047,Maritimes,good,32664.77,,89,2024-08-07,"[""trailer""]",
comp_4e89c5cba21f,marketplace,listing,Lund,1650 Angler,2008,17.22,outboard,759,Gulf Coast,very_good,11944.25,,75,2025-06-07,[],
comp_8d3e69597d70,marketplace,sold,Carver,C40 Command Bridge,2005,31.31,inboard,1189,Gulf Coast,good,65619.24,60037.52,7,2023-04-10,"[""AIS""]",
comp_a7f27a01d821,marketplace,sold,Chaparral,21 SSI,2009,20.99,outboard,633,Atlantic Coast,fair,11285.08,10916.18,43,2026-02-08,"[""trailer""]",
comp_0b24be0afc43,internal_sales,sold,Sea Ray,SPX 190,2009,16.1,outboard,1145,Maritimes,good,10131.72,9821.85,52,2024-08-01,"[""generator"", ""trailer"", ""solar""]",
comp_a814a0f8396f,marketplace,sold,Sea Ray,SPX 190,2026,35.57,sterndrive,0,Inland Lakes,very_good,215320.7,184184.76,12,2025-12-07,[],
comp_55fabe1b3c8f,marketplace,sold,Jeanneau,Sun Odyssey 349,2007,41.18,sail_aux,732,Atlantic Coast,excellent,115769.75,102413.13,26,2025-08-18,[],
comp_1fe7744d43b5,marketplace,sold,Sea Ray,SDX 250,2015,14.47,outboard,644,Atlantic Coast,good,10602.17,9472.56,191,2024-01-04,"[""radar"", ""generator""]",
comp_f6187fb36987,marketplace,sold,Lund,1650 Angler,2009,33.25,inboard,1687,Inland Lakes,poor,16280.9,14325.2,24,2023-01-24,"[""joystick"", ""solar"", ""radar""]",
comp_c35074f0c9c4,brokerage,listing,Carver,C34 Coupe,2010,42.72,inboard,3686,Maritimes,very_good,124617.56,,24,2025-04-12,"[""autopilot""]",
comp_1f782f06368c,marketplace,sold,Chaparral,21 SSI,1974,22.35,outboard,3491,Maritimes,excellent,6631.46,5620.74,65,2023-05-08,"[""generator""]",
comp_8ca2d5df4227,marketplace,sold,Carver,C40 Command Bridge,2010,26.22,inboard,327,Great Lakes,fair,44521.52,38546.91,25,2026-04-14,"[""generator"", ""solar""]",
comp_9ec5ad5eb546,internal_sales,sold,Bennington,24 LXSB,2018,20.7,outboard,486,Pacific Coast,excellent,22189.64,20454.93,87,2025-10-23,"[""autopilot""]",
comp_d51cd3e5c905,marketplace,sold,Chaparral,21 SSI,2025,25.44,sterndrive,98,Maritimes,fair,49091.28,44979.66,95,2024-04-25,[],
comp_b06ec559328e,marketplace,sold,Carver,C34 Coupe,1976,27.88,sterndrive,9149,Gulf Coast,very_good,30305.85,29148.45,27,2025-06-05,"[""AIS"", ""autopilot"", ""generator""]",
comp_d459faaac23b,internal_sales,sold,Regal,26 XO,2016,24.15,sterndrive,269,Great Lakes,excellent,28950.47,27089.39,46,2025-08-24,"[""generator"", ""autopilot""]",
comp_e793c2918902,internal_sales,listing,Sun Tracker,Bass Buggy 18 DLX,2023,18.63,outboard,101,Gulf Coast,fair,15688.49,,31,2025-02-27,"[""joystick"", ""trailer"", ""autopilot""]",
comp_a53b0289f811,brokerage,sold,Yamaha WaveRunner,FX HO,2015,11.3,jet,905,Gulf Coast,good,3750.72,3608.74,93,2024-06-13,[],
comp_02e9d4d37e3a,marketplace,sold,Beneteau,Oceanis 41.1,2016,57.88,sail_aux,189,Great Lakes,very_good,212213.6,183511.74,58,2025-04-28,"[""autopilot"", ""solar"", ""radar""]",
comp_f9df29db7771,marketplace,sold,Lund,1975 Impact,1999,22.83,inboard,2795,Pacific Coast,fair,11826.55,11042.16,154,2024-02-19,"[""AIS"", ""autopilot""]",
comp_2cb5c969d66a,internal_sales,sold,Sun Tracker,Party Barge 22 DLX,2021,26.0,outboard,132,Inland Lakes,very_good,29474.71,28234.94,28,2023-02-14,"[""trailer"", ""AIS"", ""generator""]",
comp_7c128ddab413,marketplace,sold,Lund,1875 Pro-V,1988,24.96,outboard,1586,Inland Lakes,good,9958.48,9706.32,49,2026-11-24,"[""AIS"", ""joystick"", ""autopilot""]",
comp_99a814aa5e10,marketplace,sold,Chaparral,21 SSI,2018,13.2,sterndrive,223,Gulf Coast,fair,10148.59,8629.3,142,2026-09-16,[],
comp_6023aabd0333,marketplace,listing,Formula,350 CBR,2004,27.35,sterndrive,740,Maritimes,fair,46171.05,,37,2024-03-25,"[""autopilot"", ""AIS"", ""solar""]",
comp_c8da7d56ad05,internal_sales,listing,Lund,1975 Impact,2000,22.83,inboard,2129,Pacific Coast,good,15414.02,,24,2023-01-23,"[""autopilot""]",
comp_5f66ea50d453,marketplace,sold,Grady-White,336 Canyon,2025,24.67,inboard,188,Atlantic Coast,fair,46796.71,41941.93,38,2024-08-23,"[""autopilot""]",
comp_7e83e26b7f14,marketplace,listing,Sea Ray,Sundancer 320,1972,46.11,sterndrive,943,Pacific Coast,good,49387.25,,40,2025-08-22,"[""radar"", ""joystick""]",
comp_3cdec496f0fc,marketplace,sold,Sea Ray,SDX 250,2022,22.75,sterndrive,362,Inland Lakes,good,30509.63,26815.22,27,2025-04-23,"[""AIS"", ""radar""]",
comp_6140bd77b0a4,marketplace,sold,Catalina,445,2006,44.41,sail_aux,0,Pacific Coast,fair,77973.3,70195.82,20,2026-10-27,"[""generator"", ""joystick"", ""radar""]",
comp_a724ce99fde4,internal_sales,sold,Tracker,Pro Team 175,1979,21.65,outboard,1512,Inland Lakes,fair,5384.23,4622.17,185,2025-02-16,"[""radar""]",
comp_6b8b0e2b3de8,brokerage,sold,Grady-White,336 Canyon,2004,21.29,inboard,2370,Pacific Coast,fair,12371.54,10609.0,57,2024-02-22,"[""AIS""]",
comp_be0d67a4350c,marketplace,sold,Tracker,Pro Team 175,2024,23.75,outboard,211,Atlantic Coast,very_good,49058.46,44322.27,26,2025-01-11,"[""solar"", ""autopilot"", ""radar""]",
comp_060c6dfd098c,marketplace,sold,Carver,C34 Coupe,2005,38.77,inboard,1918,Great Lakes,good,92403.2,80798.19,24,2026-06-14,"[""autopilot"", ""generator"", ""joystick""]",
comp_5322658d43ee,marketplace,sold,Tiara,38 LS,2017,33.65,sterndrive,1147,Atlantic Coast,fair,91515.11,82068.74,59,2026-09-13,"[""autopilot""]",
comp_f7b5e736ffc4,marketplace,sold,Tiara,44 Coupe,2012,22.21,inboard,1038,Atlantic Coast,poor,28608.98,25738.43,46,2023-05-25,[],
comp_09e96aec78a2,brokerage,sold,Bennington,20 SVL,2020,21.7,outboard,132,Inland Lakes,good,22059.43,20808.28,55,2023-01-22,"[""autopilot"", ""generator"", ""trailer""]",
comp_5d5d949b5dc0,marketplace,sold,Parker,2320 Sport Cabin,1974,35.28,jet,9764,Maritimes,good,22849.28,21373.04,13,2026-09-17,"[""trailer"", ""joystick""]",
comp_1e80cfad5064,brokerage,listing,Harris,Solstice 230,1993,26.0,outboard,494,Great Lakes,good,9808.97,,31,2025-04-05,"[""radar"", ""AIS"", ""generator""]",
comp_17ffe9cc4751,brokerage,sold,Carver,C40 Command Bridge,2008,44.3,sterndrive,889,Great Lakes,poor,65929.33,59900.53,38,2025-01-14,"[""radar"", ""autopilot"", ""trailer""]",
comp_a6c2bc8896ba,marketplace,sold,Grady-White,336 Canyon,1981,26.0,inboard,3409,Pacific Coast,good,9777.81,8988.6,18,2025-01-14,"[""AIS""]",
comp_d3afdb3d879b,brokerage,listing,Tiara,44 Coupe,2007,37.27,inboard,1632,Gulf Coast,good,86913.63,,35,2026-06-27,[],
comp_7046691aa083,brokerage,sold,Lund,1975 Impact,2018,26.0,inboard,477,Maritimes,fair,25715.25,23625.37,42,2024-09-14,[],
comp_b8f372d874b7,marketplace,sold,Yamaha WaveRunner,VX Cruiser,2009,10.88,jet,434,Gulf Coast,very_good,3554.67,3412.47,107,2025-09-03,"[""solar"", ""joystick"", ""autopilot""]",
comp_ecd190aed6da,marketplace,sold,Carver,C40 Command Bridge,2014,50.3,sterndrive,657,Great Lakes,good,136465.66,132893.14,24,2023-11-23,"[""autopilot"", ""AIS""]",
comp_d1e8c52cbe5c,marketplace,listing,Tiara,44 Coupe,1964,37.02,inboard,7316,Gulf Coast,very_good,33982.6,,17,2026-07-25,"[""joystick"", ""trailer"", ""AIS""]",
comp_3f503d74f008,brokerage,listing,Formula,290 BR,2020,38.01,sterndrive,467,Pacific Coast,fair,135150.75,,21,2025-07-11,"[""AIS"", ""generator""]",
comp_1353904f1750,marketplace,sold,Tracker,Pro Team 175,1982,19.58,outboard,5159,Maritimes,poor,3324.8,2806.18,46,2024-01-06,"[""joystick""]",
comp_d40b635b8f06,brokerage,sold,Carver,C40 Command Bridge,2012,50.3,sterndrive,574,Great Lakes,good,143851.95,133059.47,73,2024-02-04,"[""autopilot"", ""radar"", ""solar""]",
comp_f12fb350363d,brokerage,listing,Alumacraft Pro,205 Bay,1986,8.0,inboard,6861,Atlantic Coast,good,4336.27,,25,2024-02-16,"[""solar"", ""autopilot""]",
comp_ef1bf4af8183,internal_sales,sold,Tiara,38 LS,2011,38.49,inboard,1674,Atlantic Coast,good,98917.49,90756.83,22,2025-10-09,"[""joystick"", ""trailer""]",
comp_1b9de1c4d56e,marketplace,sold,Regal,28 Express,1984,21.93,sterndrive,4327,Maritimes,good,7673.3,7406.72,8,2026-07-18,"[""solar""]",
comp_bdd899df9112,internal_sales,sold,Lund,1975 Impact,2004,23.81,outboard,281,Maritimes,good,14496.61,12244.84,31,2026-08-27,"[""trailer""]",
comp_16e99bb21e95,marketplace,sold,Sea Ray,Sundancer 320,1986,13.72,sterndrive,6263,Gulf Coast,very_good,15515.92,13619.95,31,2025-09-25,"[""generator"", ""radar"", ""AIS""]",
comp_ad571d504031,marketplace,sold,Tiara,38 LS,1990,11.21,sterndrive,4790,Atlantic Coast,very_good,12556.09,11065.61,23,2023-09-01,"[""trailer"", ""joystick"", ""radar""]",
comp_8345f2a45081,brokerage,sold,Sun Tracker,Bass Buggy 18 DLX,2010,10.02,outboard,255,Maritimes,good,3456.17,3338.63,16,2023-02-01,[],
comp_676014c9ed07,marketplace,sold,Chaparral,280 OSX,2013,22.31,sterndrive,571,Atlantic Coast,good,20144.14,17989.37,98,2025-08-11,"[""solar""]",
comp_bea0bcd31197,brokerage,sold,Grady-White,336 Canyon,2025,16.65,inboard,97,Maritimes,good,36091.78,33557.62,21,2023-01-16,[],
comp_3c3b2d8a09ab,marketplace,listing,Boston Whaler,170 Montauk,2013,20.48,outboard,311,Inland Lakes,fair,17879.79,,128,2026-02-10,[],
comp_8659dc0faa5c,marketplace,sold,Harris,Solstice 230,2017,21.27,outboard,558,Great Lakes,fair,13333.49,11622.13,19,2023-08-18,"[""radar"", ""solar""]",
comp_40c17c6a633a,brokerage,sold,Tiara,38 LS,1990,37.16,inboard,3471,Pacific Coast,good,57664.17,50187.79,70,2024-10-03,"[""autopilot""]",
comp_d8f81be59308,marketplace,listing,Grady-White,336 Canyon,1991,26.0,outboard,3911,Great Lakes,poor,7586.08,,21,2025-04-16,"[""solar"", ""autopilot""]",
comp_2949b07522e2,brokerage,sold,Sea Ray,SPX 190,2024,19.37,sterndrive,305,Atlantic Coast,good,33389.9,31644.74,34,2023-07-12,"[""joystick"", ""autopilot""]",
comp_032d5d8c7f5f,internal_sales,sold,Harris,Solstice 230,1989,19.1,outboard,741,Great Lakes,excellent,6579.61,6307.69,35,2024-02-12,"[""joystick"", ""solar""]",
comp_7c1897e8ce42,brokerage,sold,Sun Tracker,Party Barge 22 DLX,2011,25.57,outboard,491,Great Lakes,fair,11595.64,10978.88,303,2026-09-10,"[""autopilot""]",
comp_468fc170f337,marketplace,sold,Boston Whaler,230 Outrage,1977,25.77,inboard,4001,Pacific Coast,good,8485.34,7899.52,98,2026-09-09,"[""trailer"", ""generator""]",
comp_b64de10b0d2e,marketplace,listing,Boston Whaler,170 Montauk,2022,28.3,inboard,862,Inland Lakes,good,50089.38,,26,2026-09-06,[],
comp_d2b1be817da4,marketplace,listing,Tracker,Grizzly 1860,2012,11.91,outboard,662,Atlantic Coast,fair,5758.27,,34,2026-08-16,"[""solar"", ""joystick""]",
comp_9e380c6e4140,marketplace,listing,Chaparral,280 OSX,2020,16.82,sterndrive,544,Maritimes,good,20890.4,,54,2026-04-24,"[""autopilot"", ""trailer"", ""generator""]",
comp_36d56ce31e1c,brokerage,listing,Lund,1875 Pro-V,2002,21.06,inboard,2236,Gulf Coast,good,14681.47,,15,2023-05-20,[],
comp_dd93f71fd93c,marketplace,sold,Sea Ray,Sundancer 320,2022,15.99,outboard,202,Atlantic Coast,fair,17543.45,15782.36,18,2024-08-03,"[""radar"", ""generator"", ""solar""]",
comp_1cec110d11b2,brokerage,sold,Sea Ray,Sundancer 320,2009,33.2,sterndrive,1319,Atlantic Coast,fair,58966.41,56563.23,159,2026-04-11,"[""radar""]",
comp_e600964677d2,marketplace,sold,Sun Tracker,Party Barge 22 DLX,1965,19.63,outboard,3706,Inland Lakes,good,2407.36,2242.3,27,2023-10-03,"[""autopilot"", ""trailer""]",
comp_3fd54c721b09,marketplace,listing,Alumacraft Pro,Trophy 195,1981,27.21,inboard,3510,Inland Lakes,poor,11400.22,,43,2024-06-24,"[""joystick"", ""autopilot"", ""trailer""]",
comp_cb8771a08540,marketplace,sold,Chaparral,21 SSI,2025,15.63,sterndrive,194,Gulf Coast,good,28328.28,25254.35,26,2025-12-14,"[""joystick""]",
comp_12adf65f52ce,brokerage,sold,Chaparral,280 OSX,2023,17.01,sterndrive,68,Great Lakes,fair,21769.33,18780.84,16,2025-04-23,"[""generator""]",
comp_afc1392575bf,marketplace,sold,Boston Whaler,170 Montauk,2011,23.84,outboard,1157,Inland Lakes,fair,19536.86,18087.56,15,2026-06-10,[],
comp_a168af13d0c9,brokerage,listing,Chaparral,21 SSI,2024,22.45,outboard,45,Maritimes,very_good,50082.52,,71,2023-06-28,"[""AIS"", ""trailer""]",
